"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"    35 to 44 years","616,420","±5,164","12.8%","±0.1","95,782","±1,839","13.1%","±0.3","830,584","±3,121","12.7%","±0.1","368,925","±3,170","12.5%","±0.1","5,175,188","±5,320","13.6%","±0.1","708,732","±3,501","13.7%","±0.1","458,041","±2,053","12.8%","±0.1","112,221","±1,303","12.2%","±0.1","85,596","±453","13.5%","±0.1","2,408,804","±6,574","12.5%","±0.1","1,392,560","±6,308","14.0%","±0.1","175,142","±1,255","12.6%","±0.1","196,439","±2,946","12.3%","±0.2","1,699,779","±4,343","13.2%","±0.1","822,480","±3,748","12.6%","±0.1","360,444","±2,929","11.7%","±0.1","345,040","±2,800","12.0%","±0.1","567,749","±3,149","13.0%","±0.1","565,163","±5,088","12.3%","±0.1","161,719","±1,328","12.2%","±0.1","775,962","±3,541","13.2%","±0.1","856,995","±1,927","12.9%","±0.1","1,225,386","±3,511","12.4%","±0.1","671,226","±2,849","12.5%","±0.1","375,050","±5,148","12.6%","±0.2","731,535","±3,764","12.1%","±0.1","114,594","±1,737","11.4%","±0.2","222,995","±2,429","12.0%","±0.1","380,539","±2,062","13.8%","±0.1","168,883","±1,794","12.8%","±0.1","1,198,565","±2,017","13.5%","±0.1","248,118","±2,928","11.9%","±0.1","2,537,255","±3,449","13.0%","±0.1","1,330,471","±6,416","13.6%","±0.1","77,584","±1,340","11.1%","±0.2","1,429,099","±3,782","12.4%","±0.1","467,408","±2,545","12.3%","±0.1","505,210","±3,247","13.0%","±0.1","1,554,970","±4,509","12.2%","±0.1","129,835","±1,244","12.4%","±0.1","600,579","±4,893","12.7%","±0.1","93,882","±1,311","11.3%","±0.2","848,687","±4,535","13.1%","±0.1","3,559,090","±7,503","13.7%","±0.1","356,774","±1,936","12.5%","±0.1","73,424","±762","11.7%","±0.1","1,103,601","±5,933","13.5%","±0.1","915,538","±4,241","13.3%","±0.1","230,967","±1,870","12.4%","±0.1","698,135","±4,053","12.2%","±0.1","68,921","±1,485","12.0%","±0.3","476,239","±2,375","13.0%","±0.1"
"    45 to 54 years","670,218","±4,140","13.9%","±0.1","103,975","±1,977","14.2%","±0.3","837,284","±2,311","12.8%","±0.1","395,856","±3,256","13.4%","±0.1","5,227,892","±4,608","13.7%","±0.1","725,667","±3,125","14.0%","±0.1","567,053","±2,017","15.8%","±0.1","133,715","±1,264","14.6%","±0.1","75,628","±417","12.0%","±0.1","2,739,867","±5,712","14.2%","±0.1","1,387,853","±5,849","14.0%","±0.1","185,698","±1,332","13.3%","±0.1","202,275","±2,177","12.7%","±0.1","1,824,863","±3,598","14.2%","±0.1","923,559","±3,866","14.1%","±0.1","424,197","±2,626","13.8%","±0.1","390,310","±2,151","13.5%","±0.1","628,346","±3,531","14.3%","±0.1","632,814","±4,293","13.8%","±0.1","210,020","±1,138","15.8%","±0.1","894,876","±2,665","15.2%","±0.1","1,002,726","±2,178","15.1%","±0.1","1,457,028","±3,378","14.7%","±0.1","786,610","±2,714","14.6%","±0.1","396,700","±3,126","13.3%","±0.1","855,166","±3,272","14.2%","±0.1","141,267","±1,443","14.1%","±0.1","250,281","±1,971","13.5%","±0.1","375,615","±1,804","13.6%","±0.1","219,584","±1,793","16.6%","±0.1","1,367,769","±2,020","15.4%","±0.1","276,610","±2,569","13.3%","±0.1","2,840,055","±3,397","14.5%","±0.1","1,364,023","±5,973","14.0%","±0.1","92,666","±990","13.2%","±0.1","1,671,322","±4,138","14.5%","±0.1","506,542","±2,564","13.3%","±0.1","521,859","±2,959","13.4%","±0.1","1,876,017","±4,416","14.7%","±0.1","157,782","±1,048","15.0%","±0.1","647,657","±3,107","13.7%","±0.1","111,139","±1,076","13.3%","±0.1","901,943","±3,570","14.0%","±0.1","3,442,036","±7,422","13.2%","±0.1","307,352","±2,342","10.8%","±0.1","97,704","±960","15.6%","±0.2","1,196,525","±5,231","14.6%","±0.1","966,599","±3,619","14.0%","±0.1","263,554","±1,912","14.2%","±0.1","850,977","±3,297","14.9%","±0.1","77,878","±1,229","13.5%","±0.2","479,067","±1,225","13.1%","±0.1"
"    55 to 59 years","324,646","±6,039","6.7%","±0.1","52,436","±2,408","7.2%","±0.3","393,658","±6,509","6.0%","±0.1","193,691","±5,099","6.6%","±0.2","2,331,466","±17,696","6.1%","±0.1","352,012","±6,470","6.8%","±0.1","255,006","±5,661","7.1%","±0.2","63,733","±2,666","6.9%","±0.3","34,811","±1,864","5.5%","±0.3","1,278,635","±12,173","6.6%","±0.1","612,028","±8,390","6.2%","±0.1","92,442","±3,092","6.6%","±0.2","96,922","±3,412","6.1%","±0.2","840,601","±10,223","6.5%","±0.1","435,901","±6,798","6.7%","±0.1","207,232","±4,138","6.7%","±0.1","192,095","±4,223","6.7%","±0.1","300,241","±5,479","6.9%","±0.1","305,313","±6,362","6.6%","±0.1","108,224","±3,728","8.1%","±0.3","389,504","±6,318","6.6%","±0.1","456,413","±7,124","6.9%","±0.1","712,107","±8,018","7.2%","±0.1","366,120","±5,253","6.8%","±0.1","193,210","±4,468","6.5%","±0.1","409,792","±6,008","6.8%","±0.1","78,529","±2,731","7.8%","±0.3","121,699","±3,181","6.6%","±0.2","177,760","±5,468","6.4%","±0.2","101,834","±3,300","7.7%","±0.2","592,115","±8,278","6.7%","±0.1","138,042","±4,102","6.6%","±0.2","1,289,901","±10,986","6.6%","±0.1","634,385","±8,902","6.5%","±0.1","46,140","±1,976","6.6%","±0.3","816,491","±7,581","7.1%","±0.1","249,369","±4,943","6.5%","±0.1","275,851","±6,870","7.1%","±0.2","928,146","±8,461","7.3%","±0.1","73,262","±2,745","7.0%","±0.3","319,415","±5,724","6.8%","±0.1","58,391","±1,912","7.0%","±0.2","432,006","±7,007","6.7%","±0.1","1,515,080","±11,762","5.8%","±0.1","146,811","±4,376","5.1%","±0.2","51,191","±1,764","8.2%","±0.3","531,772","±6,914","6.5%","±0.1","463,551","±7,820","6.7%","±0.1","136,984","±4,154","7.4%","±0.2","402,322","±6,103","7.0%","±0.1","42,921","±2,158","7.4%","±0.4","216,295","±5,587","5.9%","±0.2"
"    60 to 64 years","289,160","±6,116","6.0%","±0.1","40,951","±2,526","5.6%","±0.3","371,938","±6,412","5.7%","±0.1","170,390","±4,928","5.8%","±0.2","1,971,527","±17,650","5.2%","±0.1","290,740","±6,089","5.6%","±0.1","213,245","±5,415","5.9%","±0.2","54,282","±2,655","5.9%","±0.3","32,717","±1,852","5.2%","±0.3","1,186,597","±11,887","6.1%","±0.1","522,140","±8,393","5.3%","±0.1","89,268","±3,069","6.4%","±0.2","95,689","±3,564","6.0%","±0.2","715,852","±9,747","5.6%","±0.1","376,339","±6,812","5.8%","±0.1","185,871","±4,138","6.0%","±0.1","158,506","±3,815","5.5%","±0.1","263,749","±5,575","6.0%","±0.1","260,630","±6,493","5.7%","±0.1","93,730","±3,758","7.1%","±0.3","347,486","±6,336","5.9%","±0.1","392,728","±7,281","5.9%","±0.1","611,585","±7,896","6.2%","±0.1","309,442","±5,046","5.8%","±0.1","169,755","±4,581","5.7%","±0.2","352,585","±6,416","5.9%","±0.1","69,845","±2,882","6.9%","±0.3","105,698","±3,074","5.7%","±0.2","153,238","±5,364","5.6%","±0.2","87,430","±3,221","6.6%","±0.2","512,023","±8,231","5.8%","±0.1","128,423","±4,058","6.2%","±0.2","1,128,015","±10,998","5.8%","±0.1","562,161","±9,266","5.8%","±0.1","41,800","±1,956","6.0%","±0.3","716,035","±7,911","6.2%","±0.1","211,278","±4,743","5.5%","±0.1","254,202","±6,804","6.5%","±0.2","783,217","±8,635","6.1%","±0.1","63,666","±2,676","6.1%","±0.3","290,064","±6,014","6.1%","±0.1","49,158","±2,027","5.9%","±0.2","389,667","±6,698","6.0%","±0.1","1,284,936","±12,134","4.9%","±0.1","113,402","±4,255","4.0%","±0.1","43,840","±1,718","7.0%","±0.3","472,123","±7,197","5.8%","±0.1","421,947","±7,573","6.1%","±0.1","135,541","±4,499","7.3%","±0.2","344,226","±5,928","6.0%","±0.1","36,093","±2,211","6.3%","±0.4","221,838","±5,588","6.0%","±0.2"
"    65 to 74 years","404,475","±2,244","8.4%","±0.1","40,354","±825","5.5%","±0.1","558,961","±1,637","8.5%","±0.1","252,886","±2,132","8.6%","±0.1","2,537,154","±3,095","6.7%","±0.1","358,156","±1,919","6.9%","±0.1","281,784","±1,239","7.8%","±0.1","80,975","±780","8.8%","±0.1","39,855","±381","6.3%","±0.1","1,899,082","±4,334","9.8%","±0.1","683,911","±4,154","6.9%","±0.1","111,941","±785","8.0%","±0.1","123,015","±1,223","7.7%","±0.1","926,029","±2,141","7.2%","±0.1","492,886","±1,799","7.5%","±0.1","240,189","±1,457","7.8%","±0.1","207,483","±1,474","7.2%","±0.1","355,055","±1,621","8.1%","±0.1","343,498","±2,475","7.5%","±0.1","125,335","±579","9.4%","±0.1","429,926","±1,757","7.3%","±0.1","509,669","±1,269","7.7%","±0.1","795,091","±2,095","8.0%","±0.1","392,040","±1,583","7.3%","±0.1","231,898","±2,017","7.8%","±0.1","488,601","±2,062","8.1%","±0.1","89,772","±822","8.9%","±0.1","132,784","±999","7.2%","±0.1","221,977","±1,129","8.0%","±0.1","109,623","±1,003","8.3%","±0.1","672,683","±2,063","7.6%","±0.1","168,984","±1,816","8.1%","±0.1","1,484,408","±2,071","7.6%","±0.1","784,044","±3,297","8.0%","±0.1","50,637","±719","7.2%","±0.1","928,586","±2,519","8.0%","±0.1","303,674","±1,617","8.0%","±0.1","330,054","±1,866","8.5%","±0.1","1,062,517","±2,483","8.3%","±0.1","81,849","±541","7.8%","±0.1","418,053","±2,127","8.9%","±0.1","61,623","±604","7.4%","±0.1","536,818","±2,518","8.3%","±0.1","1,644,955","±4,235","6.3%","±0.1","154,468","±1,073","5.4%","±0.1","55,954","±487","8.9%","±0.1","618,154","±3,080","7.6%","±0.1","523,878","±1,857","7.6%","±0.1","175,800","±798","9.5%","±0.1","439,635","±1,337","7.7%","±0.1","43,581","±1,003","7.6%","±0.2","336,891","±1,061","9.2%","±0.1"
"    75 to 84 years","215,669","±3,841","4.5%","±0.1","15,953","±1,140","2.2%","±0.2","297,760","±4,334","4.5%","±0.1","137,043","±3,133","4.6%","±0.1","1,412,311","±9,864","3.7%","±0.1","179,359","±3,698","3.5%","±0.1","164,271","±2,634","4.6%","±0.1","42,795","±1,972","4.7%","±0.2","22,501","±1,331","3.6%","±0.2","1,121,851","±11,001","5.8%","±0.1","336,472","±5,530","3.4%","±0.1","61,416","±2,278","4.4%","±0.2","61,672","±2,134","3.9%","±0.1","526,173","±6,199","4.1%","±0.1","279,059","±4,759","4.3%","±0.1","154,996","±2,938","5.0%","±0.1","126,152","±2,603","4.4%","±0.1","186,795","±3,247","4.3%","±0.1","183,658","±3,776","4.0%","±0.1","71,245","±2,087","5.4%","±0.2","227,102","±3,886","3.9%","±0.1","292,147","±4,279","4.4%","±0.1","444,297","±4,813","4.5%","±0.1","225,929","±3,828","4.2%","±0.1","122,825","±3,253","4.1%","±0.1","278,377","±4,672","4.6%","±0.1","47,342","±1,626","4.7%","±0.2","84,400","±2,428","4.5%","±0.1","103,640","±2,267","3.8%","±0.1","59,327","±1,992","4.5%","±0.2","392,484","±5,068","4.4%","±0.1","89,325","±2,910","4.3%","±0.1","856,999","±8,284","4.4%","±0.1","406,040","±6,017","4.2%","±0.1","34,203","±1,348","4.9%","±0.2","533,839","±5,899","4.6%","±0.1","165,962","±3,096","4.4%","±0.1","168,880","±3,648","4.3%","±0.1","659,446","±6,093","5.2%","±0.1","48,995","±2,244","4.7%","±0.2","202,993","±4,192","4.3%","±0.1","39,397","±1,361","4.7%","±0.2","283,078","±4,459","4.4%","±0.1","862,872","±8,814","3.3%","±0.1","85,900","±2,279","3.0%","±0.1","29,047","±1,210","4.6%","±0.2","313,601","±4,365","3.8%","±0.1","264,685","±3,871","3.8%","±0.1","97,351","±2,323","5.2%","±0.1","262,378","±4,341","4.6%","±0.1","22,304","±1,602","3.9%","±0.3","173,511","±3,017","4.7%","±0.1"
"    85 years and over","80,215","±3,564","1.7%","±0.1","5,812","±1,001","0.8%","±0.1","114,365","±4,198","1.7%","±0.1","51,178","±3,072","1.7%","±0.1","649,928","±9,486","1.7%","±0.1","73,424","±3,301","1.4%","±0.1","85,969","±2,477","2.4%","±0.1","17,043","±1,696","1.9%","±0.2","9,545","±1,295","1.5%","±0.2","487,894","±10,553","2.5%","±0.1","118,973","±4,699","1.2%","±0.1","37,066","±2,194","2.7%","±0.2","26,345","±2,111","1.7%","±0.1","243,510","±5,728","1.9%","±0.1","117,481","±4,391","1.8%","±0.1","74,433","±2,964","2.4%","±0.1","60,589","±2,530","2.1%","±0.1","71,776","±3,305","1.6%","±0.1","70,594","±3,294","1.5%","±0.1","29,393","±1,943","2.2%","±0.1","105,653","±3,631","1.8%","±0.1","159,215","±4,120","2.4%","±0.1","203,235","±4,670","2.1%","±0.1","111,941","±3,620","2.1%","±0.1","48,001","±2,882","1.6%","±0.1","117,347","±4,314","1.9%","±0.1","21,471","±1,405","2.1%","±0.1","39,788","±2,304","2.1%","±0.1","33,869","±2,149","1.2%","±0.1","25,147","±1,977","1.9%","±0.1","185,147","±4,758","2.1%","±0.1","35,949","±2,571","1.7%","±0.1","418,054","±8,349","2.1%","±0.1","156,616","±5,816","1.6%","±0.1","16,122","±1,366","2.3%","±0.2","245,143","±5,673","2.1%","±0.1","66,371","±2,781","1.7%","±0.1","82,759","±3,213","2.1%","±0.1","319,967","±5,856","2.5%","±0.1","27,981","±2,238","2.7%","±0.2","73,730","±3,776","1.6%","±0.1","20,072","±1,417","2.4%","±0.2","100,825","±3,978","1.6%","±0.1","329,895","±8,389","1.3%","±0.1","31,514","±2,136","1.1%","±0.1","13,488","±1,162","2.2%","±0.2","130,378","±4,280","1.6%","±0.1","119,055","±3,713","1.7%","±0.1","37,953","±2,134","2.0%","±0.1","122,017","±4,367","2.1%","±0.1","9,165","±1,382","1.6%","±0.2","71,632","±3,067","2.0%","±0.1"
"    Median age (years)","38.2","±0.2","(X)","(X)","33.8","±0.3","(X)","(X)","36.6","±0.1","(X)","(X)","37.6","±0.2","(X)","(X)","35.5","±0.1","(X)","(X)","36.2","±0.2","(X)","(X)","40.4","±0.2","(X)","(X)","39.2","±0.3","(X)","(X)","33.7","±0.2","(X)","(X)","41.1","±0.2","(X)","(X)","35.7","±0.1","(X)","(X)","38.3","±0.2","(X)","(X)","35.2","±0.1","(X)","(X)","37.0","±0.1","(X)","(X)","37.3","±0.1","(X)","(X)","38.0","±0.3","(X)","(X)","36.0","±0.1","(X)","(X)","38.4","±0.2","(X)","(X)","36.0","±0.2","(X)","(X)","43.5","±0.2","(X)","(X)","38.1","±0.2","(X)","(X)","39.5","±0.2","(X)","(X)","39.5","±0.1","(X)","(X)","37.6","±0.1","(X)","(X)","36.2","±0.2","(X)","(X)","38.2","±0.1","(X)","(X)","40.2","±0.3","(X)","(X)","36.3","±0.2","(X)","(X)","36.8","±0.2","(X)","(X)","41.9","±0.3","(X)","(X)","39.4","±0.1","(X)","(X)","36.8","±0.2","(X)","(X)","38.1","±0.1","(X)","(X)","37.8","±0.2","(X)","(X)","36.2","±0.3","(X)","(X)","39.3","±0.1","(X)","(X)","36.3","±0.1","(X)","(X)","38.9","±0.1","(X)","(X)","40.5","±0.1","(X)","(X)","39.8","±0.2","(X)","(X)","38.3","±0.2","(X)","(X)","36.7","±0.3","(X)","(X)","38.2","±0.1","(X)","(X)","33.9","±0.1","(X)","(X)","29.9","±0.1","(X)","(X)","42.4","±0.2","(X)","(X)","37.5","±0.2","(X)","(X)","37.5","±0.1","(X)","(X)","41.5","±0.2","(X)","(X)","38.8","±0.1","(X)","(X)","36.9","±0.3","(X)","(X)","37.8","±0.2","(X)","(X)"
"    18 years and over","3,697,048","±1,987","76.7%","±0.1","544,184","±306","74.4%","±0.1","4,933,670","±1,194","75.3%","±0.1","2,237,502","±1,843","75.9%","±0.1","28,802,124","±2,103","75.7%","±0.1","3,956,275","±1,495","76.3%","±0.1","2,797,581","±1,053","77.9%","±0.1","712,172","±394","77.7%","±0.1","522,871","±267","82.7%","±0.1","15,316,595","±2,689","79.3%","±0.1","7,424,198","±3,742","74.8%","±0.1","1,089,432","±586","78.2%","±0.1","1,170,976","±1,198","73.4%","±0.1","9,812,204","±2,339","76.2%","±0.1","4,947,915","±2,940","75.7%","±0.1","2,351,520","±2,259","76.5%","±0.1","2,164,628","±1,941","75.0%","±0.1","3,362,436","±1,760","76.8%","±0.1","3,482,769","±1,929","75.7%","±0.1","1,063,205","±1,224","80.0%","±0.1","4,541,628","±1,292","77.2%","±0.1","5,244,889","±989","78.9%","±0.1","7,615,737","±2,474","77.1%","±0.1","4,101,339","±1,724","76.2%","±0.1","2,237,257","±1,424","75.0%","±0.1","4,618,282","±3,061","76.7%","±0.1","785,001","±1,230","78.1%","±0.1","1,392,723","±1,226","75.1%","±0.1","2,094,509","±753","75.9%","±0.1","1,045,696","±1,332","79.2%","±0.1","6,837,852","±1,099","77.1%","±0.1","1,569,690","±1,553","75.3%","±0.1","15,309,251","±2,169","78.2%","±0.1","7,468,071","±2,887","76.6%","±0.1","545,530","±980","78.0%","±0.1","8,884,300","±2,487","77.0%","±0.1","2,878,536","±1,095","75.5%","±0.1","3,038,607","±1,404","77.9%","±0.1","10,026,082","±1,537","78.6%","±0.1","833,330","±494","79.3%","±0.1","3,642,747","±1,987","77.1%","±0.1","629,132","±1,015","75.5%","±0.1","4,962,026","±2,932","76.9%","±0.1","19,078,028","±4,098","73.2%","±0.1","1,968,099","±1,060","68.9%","±0.1","502,122","±834","80.2%","±0.1","6,331,235","±2,470","77.3%","±0.1","5,311,983","±1,458","77.0%","±0.1","1,471,193","±1,237","79.3%","±0.1","4,409,648","±1,876","77.0%","±0.1","439,802","±1,011","76.3%","±0.2","2,817,723","*****","76.8%","*****"
"    21 years and over","3,480,149","±6,366","72.2%","±0.1","512,911","±2,405","70.1%","±0.3","4,655,916","±6,459","71.0%","±0.1","2,109,845","±4,863","71.5%","±0.2","27,080,713","±12,724","71.2%","±0.1","3,736,783","±5,360","72.0%","±0.1","2,637,741","±3,943","73.5%","±0.1","668,279","±2,597","72.9%","±0.3","486,935","±2,084","77.0%","±0.3","14,541,800","±10,729","75.3%","±0.1","6,965,277","±10,009","70.2%","±0.1","1,034,853","±2,533","74.3%","±0.2","1,103,535","±3,264","69.2%","±0.2","9,269,520","±7,540","72.0%","±0.1","4,655,450","±7,249","71.2%","±0.1","2,209,709","±4,513","71.9%","±0.1","2,026,764","±5,180","70.2%","±0.2","3,176,498","±6,382","72.5%","±0.1","3,275,739","±5,801","71.2%","±0.1","1,009,255","±2,696","75.9%","±0.2","4,296,219","±6,169","73.0%","±0.1","4,920,066","±6,060","74.0%","±0.1","7,169,038","±7,287","72.5%","±0.1","3,885,448","±5,089","72.2%","±0.1","2,084,209","±6,320","69.8%","±0.2","4,351,258","±7,878","72.3%","±0.1","740,863","±2,775","73.7%","±0.3","1,312,505","±3,036","70.7%","±0.2","1,990,882","±3,307","72.2%","±0.1","983,795","±2,492","74.5%","±0.2","6,492,216","±4,965","73.2%","±0.1","1,475,450","±3,422","70.7%","±0.2","14,441,968","±11,125","73.8%","±0.1","7,031,229","±9,816","72.1%","±0.1","506,511","±2,930","72.4%","±0.4","8,391,293","±7,508","72.7%","±0.1","2,710,257","±4,564","71.0%","±0.1","2,881,420","±5,735","73.9%","±0.1","9,448,622","±7,124","74.0%","±0.1","776,965","±2,159","74.0%","±0.2","3,417,055","±5,886","72.3%","±0.1","590,222","±2,296","70.8%","±0.3","4,688,887","±8,318","72.6%","±0.1","17,896,551","±13,878","68.7%","±0.1","1,832,456","±3,927","64.2%","±0.1","469,509","±1,444","75.0%","±0.2","5,963,440","±9,095","72.9%","±0.1","5,032,499","±5,909","73.0%","±0.1","1,392,811","±3,794","75.1%","±0.2","4,158,604","±5,506","72.6%","±0.1","413,389","±2,851","71.7%","±0.5","2,643,624","±4,532","72.1%","±0.1"
"    62 years and over","869,631","±5,431","18.0%","±0.1","83,696","±2,010","11.4%","±0.3","1,190,955","±6,425","18.2%","±0.1","540,881","±4,137","18.3%","±0.1","5,736,528","±14,910","15.1%","±0.1","779,638","±5,679","15.0%","±0.1","658,060","±4,979","18.3%","±0.1","173,999","±2,458","19.0%","±0.3","91,118","±1,571","14.4%","±0.2","4,203,236","±12,962","21.8%","±0.1","1,447,895","±8,418","14.6%","±0.1","260,244","±2,573","18.7%","±0.2","267,424","±3,198","16.8%","±0.2","2,106,382","±8,370","16.4%","±0.1","1,101,188","±5,580","16.8%","±0.1","573,053","±4,310","18.6%","±0.1","485,090","±3,456","16.8%","±0.1","768,708","±4,763","17.5%","±0.1","751,397","±5,666","16.3%","±0.1","281,089","±3,395","21.1%","±0.3","958,644","±5,207","16.3%","±0.1","1,188,248","±6,577","17.9%","±0.1","1,793,727","±6,461","18.1%","±0.1","906,277","±5,086","16.8%","±0.1","503,233","±4,619","16.9%","±0.2","1,091,095","±6,427","18.1%","±0.1","197,124","±2,962","19.6%","±0.3","315,872","±2,434","17.0%","±0.1","449,739","±4,011","16.3%","±0.1","244,976","±3,213","18.5%","±0.2","1,539,140","±7,918","17.4%","±0.1","368,310","±3,287","17.7%","±0.2","3,415,547","±10,320","17.5%","±0.1","1,677,761","±7,830","17.2%","±0.1","124,950","±1,839","17.9%","±0.3","2,123,285","±7,895","18.4%","±0.1","660,188","±4,486","17.3%","±0.1","730,015","±5,835","18.7%","±0.1","2,495,978","±7,744","19.6%","±0.1","195,249","±2,516","18.6%","±0.2","869,975","±5,810","18.4%","±0.1","148,409","±2,125","17.8%","±0.3","1,147,963","±6,922","17.8%","±0.1","3,592,723","±11,525","13.8%","±0.1","337,714","±3,405","11.8%","±0.1","124,376","±1,852","19.9%","±0.3","1,336,026","±7,071","16.3%","±0.1","1,151,291","±7,583","16.7%","±0.1","386,923","±4,111","20.9%","±0.2","1,026,794","±5,096","17.9%","±0.1","94,519","±1,962","16.4%","±0.3","717,215","±4,911","19.6%","±0.1"
