"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"    35 to 44 years","613,286","±5,109","12.8%","±0.1","93,356","±2,331","12.9%","±0.3","824,699","±3,530","12.7%","±0.1","365,721","±4,179","12.4%","±0.1","5,169,975","±5,936","13.7%","±0.1","709,547","±3,994","13.9%","±0.1","467,003","±2,066","13.0%","±0.1","114,001","±1,172","12.6%","±0.1","82,827","±761","13.4%","±0.1","2,408,924","±6,707","12.6%","±0.1","1,403,082","±8,613","14.3%","±0.1","176,023","±1,511","12.8%","±0.1","195,100","±2,552","12.3%","±0.2","1,712,435","±4,172","13.3%","±0.1","834,977","±4,046","12.8%","±0.1","361,560","±2,710","11.8%","±0.1","349,047","±3,218","12.2%","±0.1","568,172","±3,723","13.0%","±0.1","570,119","±4,974","12.5%","±0.1","167,184","±1,453","12.6%","±0.1","779,861","±3,944","13.4%","±0.1","867,088","±2,393","13.2%","±0.1","1,244,067","±3,729","12.6%","±0.1","668,881","±3,197","12.5%","±0.1","382,042","±5,447","12.8%","±0.2","739,399","±4,210","12.3%","±0.1","110,809","±1,565","11.1%","±0.2","220,770","±2,516","12.0%","±0.1","382,434","±2,692","14.0%","±0.1","174,290","±1,802","13.2%","±0.1","1,217,006","±3,434","13.8%","±0.1","245,291","±3,073","11.8%","±0.1","2,566,794","±4,115","13.2%","±0.1","1,319,454","±9,447","13.7%","±0.1","75,277","±1,047","11.0%","±0.2","1,451,623","±3,990","12.6%","±0.1","466,418","±3,416","12.3%","±0.1","501,136","±3,534","12.9%","±0.1","1,581,638","±4,534","12.4%","±0.1","134,224","±1,256","12.8%","±0.1","605,218","±6,022","12.9%","±0.1","96,172","±1,824","11.7%","±0.2","841,710","±5,715","13.1%","±0.1","3,512,490","±8,619","13.7%","±0.1","347,367","±3,732","12.3%","±0.1","77,416","±1,225","12.4%","±0.2","1,108,137","±6,443","13.7%","±0.1","914,023","±4,617","13.4%","±0.1","233,792","±2,205","12.6%","±0.1","709,248","±3,319","12.4%","±0.1","66,597","±1,395","11.7%","±0.2","482,098","±2,564","13.0%","±0.1"
"    45 to 54 years","687,009","±4,260","14.3%","±0.1","107,984","±2,009","14.9%","±0.3","839,975","±2,903","13.0%","±0.1","402,432","±3,510","13.7%","±0.1","5,253,128","±5,512","13.9%","±0.1","729,029","±3,539","14.2%","±0.1","573,005","±2,141","16.0%","±0.1","133,118","±1,217","14.7%","±0.1","75,369","±758","12.2%","±0.1","2,739,211","±7,050","14.4%","±0.1","1,389,718","±7,222","14.2%","±0.1","188,751","±1,455","13.7%","±0.1","204,758","±2,691","12.9%","±0.2","1,848,934","±4,080","14.4%","±0.1","930,037","±3,923","14.3%","±0.1","430,536","±2,269","14.1%","±0.1","399,500","±2,838","13.9%","±0.1","637,563","±3,237","14.6%","±0.1","639,766","±3,429","14.0%","±0.1","214,838","±1,378","16.2%","±0.1","899,290","±3,381","15.4%","±0.1","1,011,728","±2,112","15.4%","±0.1","1,481,912","±3,365","15.0%","±0.1","802,069","±2,898","15.0%","±0.1","405,092","±5,032","13.6%","±0.2","872,632","±3,379","14.5%","±0.1","144,371","±1,425","14.5%","±0.1","255,388","±1,886","13.9%","±0.1","376,035","±2,214","13.8%","±0.1","223,201","±1,617","16.9%","±0.1","1,371,900","±2,208","15.6%","±0.1","284,851","±2,804","13.7%","±0.1","2,867,178","±3,493","14.7%","±0.1","1,369,600","±7,456","14.2%","±0.1","94,512","±962","13.8%","±0.1","1,711,829","±4,518","14.8%","±0.1","514,866","±2,651","13.6%","±0.1","530,263","±3,422","13.7%","±0.1","1,918,829","±3,740","15.1%","±0.1","159,166","±1,013","15.1%","±0.1","651,098","±4,206","13.9%","±0.1","115,573","±1,631","14.0%","±0.2","923,784","±4,885","14.4%","±0.1","3,449,260","±8,549","13.4%","±0.1","305,204","±2,486","10.8%","±0.1","99,748","±764","15.9%","±0.1","1,202,545","±5,841","14.9%","±0.1","973,954","±3,518","14.3%","±0.1","268,653","±1,956","14.5%","±0.1","863,551","±2,936","15.1%","±0.1","80,644","±1,270","14.2%","±0.2","483,136","±1,609","13.0%","±0.1"
"    55 to 59 years","310,121","±7,002","6.5%","±0.1","52,473","±2,546","7.3%","±0.4","387,403","±9,014","6.0%","±0.1","188,300","±5,118","6.4%","±0.2","2,279,802","±19,305","6.0%","±0.1","341,161","±7,514","6.7%","±0.1","245,840","±5,288","6.9%","±0.1","57,042","±2,846","6.3%","±0.3","35,264","±2,114","5.7%","±0.3","1,253,012","±15,282","6.6%","±0.1","584,008","±10,106","6.0%","±0.1","91,572","±3,980","6.7%","±0.3","101,893","±3,569","6.4%","±0.2","820,679","±9,732","6.4%","±0.1","432,672","±7,446","6.6%","±0.1","204,194","±5,133","6.7%","±0.2","189,040","±4,168","6.6%","±0.1","290,195","±5,120","6.6%","±0.1","295,153","±5,562","6.5%","±0.1","101,808","±3,032","7.7%","±0.2","386,418","±6,979","6.6%","±0.1","455,528","±7,015","6.9%","±0.1","696,576","±7,787","7.1%","±0.1","359,591","±6,153","6.7%","±0.1","189,562","±5,337","6.4%","±0.2","402,155","±7,667","6.7%","±0.1","79,474","±2,704","8.0%","±0.3","119,370","±3,200","6.5%","±0.2","166,933","±4,848","6.1%","±0.2","97,073","±3,331","7.4%","±0.3","579,766","±7,774","6.6%","±0.1","142,195","±4,208","6.8%","±0.2","1,279,807","±11,925","6.6%","±0.1","623,580","±9,273","6.5%","±0.1","46,212","±2,271","6.8%","±0.3","799,780","±9,378","6.9%","±0.1","241,715","±4,995","6.4%","±0.1","272,858","±5,572","7.0%","±0.1","902,127","±11,062","7.1%","±0.1","72,960","±2,843","6.9%","±0.3","310,751","±6,956","6.6%","±0.1","52,597","±2,555","6.4%","±0.3","424,931","±9,228","6.6%","±0.1","1,465,217","±17,194","5.7%","±0.1","139,649","±4,539","5.0%","±0.2","50,449","±1,795","8.1%","±0.3","518,366","±9,243","6.4%","±0.1","458,465","±7,646","6.7%","±0.1","140,723","±4,225","7.6%","±0.2","393,469","±5,602","6.9%","±0.1","44,382","±2,349","7.8%","±0.4","219,782","±6,040","5.9%","±0.2"
"    60 to 64 years","299,261","±6,902","6.2%","±0.1","38,403","±2,298","5.3%","±0.3","369,278","±8,818","5.7%","±0.1","175,835","±5,541","6.0%","±0.2","1,938,428","±19,970","5.1%","±0.1","287,125","±7,628","5.6%","±0.1","215,111","±5,273","6.0%","±0.1","58,850","±2,822","6.5%","±0.3","31,798","±2,108","5.1%","±0.3","1,178,757","±14,156","6.2%","±0.1","529,765","±10,469","5.4%","±0.1","87,072","±3,798","6.3%","±0.3","86,047","±3,492","5.4%","±0.2","715,864","±9,385","5.6%","±0.1","370,451","±7,522","5.7%","±0.1","185,891","±5,091","6.1%","±0.2","158,003","±4,343","5.5%","±0.2","267,808","±5,891","6.1%","±0.1","264,342","±5,940","5.8%","±0.1","96,621","±3,178","7.3%","±0.2","338,768","±6,894","5.8%","±0.1","382,476","±7,214","5.8%","±0.1","609,115","±7,947","6.2%","±0.1","303,651","±6,024","5.7%","±0.1","171,152","±5,361","5.7%","±0.2","354,576","±7,663","5.9%","±0.1","66,158","±2,823","6.6%","±0.3","104,942","±3,272","5.7%","±0.2","159,673","±4,904","5.9%","±0.2","88,861","±3,166","6.7%","±0.2","507,076","±7,655","5.7%","±0.1","124,388","±4,173","6.0%","±0.2","1,110,094","±11,684","5.7%","±0.1","564,372","±8,890","5.8%","±0.1","40,247","±2,204","5.9%","±0.3","716,262","±9,729","6.2%","±0.1","216,353","±5,430","5.7%","±0.1","256,412","±5,997","6.6%","±0.2","792,955","±11,128","6.2%","±0.1","62,926","±2,836","6.0%","±0.3","297,706","±6,632","6.4%","±0.1","48,809","±2,509","5.9%","±0.3","392,971","±8,846","6.1%","±0.1","1,268,200","±17,343","4.9%","±0.1","116,246","±4,203","4.1%","±0.1","43,034","±1,893","6.9%","±0.3","476,565","±9,467","5.9%","±0.1","416,069","±7,149","6.1%","±0.1","131,808","±4,275","7.1%","±0.2","341,677","±5,807","6.0%","±0.1","32,638","±2,325","5.7%","±0.4","221,810","±6,041","6.0%","±0.2"
"    65 to 74 years","380,257","±2,302","7.9%","±0.1","37,827","±1,151","5.2%","±0.2","524,094","±2,106","8.1%","±0.1","238,937","±1,567","8.1%","±0.1","2,376,991","±3,268","6.3%","±0.1","328,585","±1,890","6.4%","±0.1","263,918","±1,241","7.4%","±0.1","75,752","±948","8.4%","±0.1","37,760","±393","6.1%","±0.1","1,777,707","±5,122","9.3%","±0.1","642,705","±4,229","6.5%","±0.1","106,372","±809","7.7%","±0.1","116,951","±1,407","7.4%","±0.1","875,309","±2,417","6.8%","±0.1","462,330","±1,665","7.1%","±0.1","228,334","±1,025","7.5%","±0.1","194,584","±1,309","6.8%","±0.1","335,906","±2,030","7.7%","±0.1","321,097","±2,189","7.0%","±0.1","117,419","±771","8.8%","±0.1","402,695","±1,783","6.9%","±0.1","474,830","±1,619","7.2%","±0.1","744,826","±1,971","7.5%","±0.1","366,980","±1,287","6.9%","±0.1","219,164","±2,203","7.4%","±0.1","460,761","±1,974","7.7%","±0.1","83,894","±811","8.4%","±0.1","125,688","±884","6.8%","±0.1","205,979","±1,259","7.6%","±0.1","101,746","±811","7.7%","±0.1","628,991","±2,054","7.1%","±0.1","162,457","±1,667","7.8%","±0.1","1,395,702","±2,440","7.2%","±0.1","725,945","±4,112","7.5%","±0.1","48,017","±406","7.0%","±0.1","870,214","±2,276","7.5%","±0.1","288,726","±1,466","7.6%","±0.1","305,988","±1,744","7.9%","±0.1","1,000,046","±2,949","7.8%","±0.1","75,692","±637","7.2%","±0.1","384,726","±2,181","8.2%","±0.1","60,225","±991","7.3%","±0.1","502,187","±2,554","7.8%","±0.1","1,541,420","±5,638","6.0%","±0.1","143,300","±1,138","5.1%","±0.1","51,742","±356","8.3%","±0.1","572,124","±3,455","7.1%","±0.1","483,777","±2,378","7.1%","±0.1","166,663","±1,377","9.0%","±0.1","410,821","±1,536","7.2%","±0.1","41,068","±666","7.2%","±0.1","326,228","±1,258","8.8%","±0.1"
"    75 to 84 years","213,124","±4,000","4.4%","±0.1","15,742","±900","2.2%","±0.1","289,632","±6,269","4.5%","±0.1","138,536","±2,961","4.7%","±0.1","1,390,089","±12,306","3.7%","±0.1","171,478","±3,335","3.4%","±0.1","163,565","±3,713","4.6%","±0.1","41,907","±1,754","4.6%","±0.2","21,746","±1,406","3.5%","±0.2","1,120,268","±11,204","5.9%","±0.1","317,836","±5,343","3.2%","±0.1","64,305","±2,074","4.7%","±0.2","63,339","±2,028","4.0%","±0.1","527,408","±5,664","4.1%","±0.1","274,086","±3,759","4.2%","±0.1","153,148","±2,905","5.0%","±0.1","127,564","±2,897","4.4%","±0.1","184,945","±4,040","4.2%","±0.1","181,542","±3,153","4.0%","±0.1","70,182","±2,341","5.3%","±0.2","224,977","±4,303","3.9%","±0.1","297,956","±5,157","4.5%","±0.1","445,345","±5,453","4.5%","±0.1","227,998","±3,050","4.3%","±0.1","124,616","±3,249","4.2%","±0.1","271,401","±4,530","4.5%","±0.1","46,847","±1,807","4.7%","±0.2","84,636","±1,909","4.6%","±0.1","98,171","±3,130","3.6%","±0.1","58,249","±1,771","4.4%","±0.1","390,452","±5,982","4.4%","±0.1","87,238","±2,604","4.2%","±0.1","867,299","±7,818","4.5%","±0.1","400,752","±6,339","4.2%","±0.1","33,069","±1,478","4.8%","±0.2","542,765","±6,293","4.7%","±0.1","166,122","±2,957","4.4%","±0.1","168,506","±3,183","4.4%","±0.1","663,715","±6,340","5.2%","±0.1","51,231","±2,449","4.9%","±0.2","200,396","±4,242","4.3%","±0.1","39,487","±1,719","4.8%","±0.2","269,066","±4,324","4.2%","±0.1","844,061","±7,687","3.3%","±0.1","81,956","±2,543","2.9%","±0.1","30,271","±1,161","4.8%","±0.2","307,943","±5,312","3.8%","±0.1","257,371","±4,771","3.8%","±0.1","97,463","±2,754","5.3%","±0.1","264,106","±4,249","4.6%","±0.1","23,445","±1,044","4.1%","±0.2","174,097","±2,992","4.7%","±0.1"
"    85 years and over","80,409","±3,656","1.7%","±0.1","4,798","±824","0.7%","±0.1","109,427","±5,839","1.7%","±0.1","51,152","±2,913","1.7%","±0.1","630,973","±11,917","1.7%","±0.1","75,434","±3,087","1.5%","±0.1","87,831","±3,641","2.5%","±0.1","16,253","±1,634","1.8%","±0.2","10,232","±1,268","1.7%","±0.2","461,420","±11,027","2.4%","±0.1","115,354","±4,883","1.2%","±0.1","32,792","±2,096","2.4%","±0.2","23,996","±2,143","1.5%","±0.1","239,878","±5,709","1.9%","±0.1","120,076","±3,599","1.8%","±0.1","76,708","±2,740","2.5%","±0.1","59,811","±2,666","2.1%","±0.1","73,110","±3,434","1.7%","±0.1","68,657","±3,122","1.5%","±0.1","29,707","±2,281","2.2%","±0.2","104,087","±3,679","1.8%","±0.1","149,123","±4,948","2.3%","±0.1","197,699","±5,388","2.0%","±0.1","106,105","±3,066","2.0%","±0.1","43,243","±3,234","1.5%","±0.1","122,442","±4,455","2.0%","±0.1","20,235","±1,771","2.0%","±0.2","39,473","±1,985","2.1%","±0.1","35,490","±2,887","1.3%","±0.1","24,595","±1,745","1.9%","±0.1","187,335","±5,850","2.1%","±0.1","33,362","±2,610","1.6%","±0.1","401,919","±7,322","2.1%","±0.1","149,259","±5,909","1.5%","±0.1","17,370","±1,434","2.5%","±0.2","234,855","±5,800","2.0%","±0.1","62,542","±2,958","1.6%","±0.1","78,627","±3,193","2.0%","±0.1","318,657","±6,331","2.5%","±0.1","26,754","±2,189","2.5%","±0.2","69,765","±3,854","1.5%","±0.1","20,313","±1,561","2.5%","±0.2","107,780","±3,927","1.7%","±0.1","322,344","±7,319","1.3%","±0.1","33,068","±2,596","1.2%","±0.1","11,628","±1,179","1.9%","±0.2","130,268","±4,758","1.6%","±0.1","120,095","±4,343","1.8%","±0.1","37,191","±2,405","2.0%","±0.1","117,287","±4,176","2.1%","±0.1","7,516","±915","1.3%","±0.2","64,747","±2,855","1.7%","±0.1"
"    Median age (years)","38.1","±0.2","(X)","(X)","33.9","±0.3","(X)","(X)","36.2","±0.1","(X)","(X)","37.5","±0.3","(X)","(X)","35.4","±0.1","(X)","(X)","36.2","±0.1","(X)","(X)","40.3","±0.1","(X)","(X)","39.1","±0.4","(X)","(X)","33.4","±0.2","(X)","(X)","41.1","±0.2","(X)","(X)","35.5","±0.2","(X)","(X)","38.5","±0.2","(X)","(X)","35.0","±0.2","(X)","(X)","36.8","±0.1","(X)","(X)","37.1","±0.1","(X)","(X)","38.1","±0.3","(X)","(X)","36.3","±0.2","(X)","(X)","38.2","±0.2","(X)","(X)","35.9","±0.1","(X)","(X)","43.2","±0.2","(X)","(X)","38.0","±0.2","(X)","(X)","39.3","±0.2","(X)","(X)","39.2","±0.2","(X)","(X)","37.6","±0.1","(X)","(X)","36.1","±0.3","(X)","(X)","38.0","±0.2","(X)","(X)","39.7","±0.3","(X)","(X)","36.3","±0.2","(X)","(X)","36.7","±0.2","(X)","(X)","41.5","±0.2","(X)","(X)","39.2","±0.1","(X)","(X)","36.6","±0.2","(X)","(X)","38.1","±0.2","(X)","(X)","37.7","±0.2","(X)","(X)","36.6","±0.3","(X)","(X)","39.1","±0.1","(X)","(X)","36.3","±0.1","(X)","(X)","38.7","±0.2","(X)","(X)","40.3","±0.1","(X)","(X)","39.5","±0.3","(X)","(X)","38.0","±0.2","(X)","(X)","37.1","±0.3","(X)","(X)","38.3","±0.2","(X)","(X)","33.7","±0.1","(X)","(X)","29.6","±0.2","(X)","(X)","42.0","±0.3","(X)","(X)","37.6","±0.1","(X)","(X)","37.3","±0.1","(X)","(X)","41.4","±0.3","(X)","(X)","38.7","±0.2","(X)","(X)","36.8","±0.4","(X)","(X)","37.5","±0.2","(X)","(X)"
"    18 years and over","3,678,352","±2,369","76.6%","±0.1","534,495","±459","74.0%","±0.1","4,858,481","±1,354","74.9%","±0.1","2,226,793","±1,718","75.8%","±0.1","28,424,476","±2,035","75.4%","±0.1","3,888,219","±1,783","76.0%","±0.1","2,777,089","±430","77.6%","±0.1","702,510","±415","77.4%","±0.1","512,516","±261","82.9%","±0.1","15,062,592","±3,240","79.0%","±0.1","7,327,141","±3,391","74.7%","±0.1","1,070,453","±515","77.9%","±0.1","1,157,332","±1,272","73.0%","±0.1","9,772,719","±1,737","75.9%","±0.1","4,919,665","±2,419","75.5%","±0.1","2,338,453","±2,136","76.4%","±0.1","2,148,825","±1,569","74.8%","±0.1","3,344,357","±2,902","76.5%","±0.1","3,455,588","±1,893","75.5%","±0.1","1,057,866","±1,215","79.6%","±0.1","4,481,657","±1,236","76.9%","±0.1","5,182,429","±662","78.7%","±0.1","7,583,102","±2,238","76.8%","±0.1","4,067,200","±2,623","76.1%","±0.1","2,226,571","±1,976","74.8%","±0.1","4,596,993","±3,484","76.5%","±0.1","775,128","±1,348","77.7%","±0.1","1,382,015","±1,402","75.0%","±0.1","2,060,219","±880","75.7%","±0.1","1,038,525","±874","78.8%","±0.1","6,778,730","±891","76.8%","±0.1","1,564,471","±1,733","75.1%","±0.1","15,185,575","±2,215","78.0%","±0.1","7,367,259","±3,968","76.3%","±0.1","532,654","±1,005","77.9%","±0.1","8,852,579","±2,486","76.7%","±0.1","2,855,875","±1,175","75.3%","±0.1","3,009,839","±1,903","77.7%","±0.1","9,981,972","±1,960","78.3%","±0.1","832,228","±507","79.2%","±0.1","3,597,217","±2,968","76.9%","±0.1","622,233","±877","75.5%","±0.1","4,912,899","±3,210","76.7%","±0.1","18,716,999","±4,159","72.9%","±0.1","1,936,143","±1,576","68.7%","±0.1","500,510","±849","79.9%","±0.1","6,243,511","±2,763","77.1%","±0.1","5,249,796","±1,930","76.9%","±0.1","1,468,533","±2,039","79.2%","±0.1","4,387,367","±2,048","76.8%","±0.1","433,067","±1,016","76.2%","±0.2","2,830,195","*****","76.4%","*****"
"    21 years and over","3,466,655","±6,647","72.2%","±0.1","502,721","±2,264","69.6%","±0.3","4,566,921","±7,355","70.4%","±0.1","2,096,805","±4,738","71.4%","±0.2","26,696,461","±13,738","70.8%","±0.1","3,676,695","±5,661","71.9%","±0.1","2,616,107","±3,906","73.1%","±0.1","662,659","±1,942","73.0%","±0.2","474,233","±2,785","76.7%","±0.5","14,261,235","±13,112","74.8%","±0.1","6,859,762","±11,375","69.9%","±0.1","1,019,781","±2,435","74.2%","±0.2","1,083,057","±3,806","68.3%","±0.2","9,221,842","±8,010","71.7%","±0.1","4,618,168","±6,695","70.9%","±0.1","2,195,088","±5,282","71.7%","±0.2","2,021,054","±4,374","70.4%","±0.2","3,150,504","±6,141","72.1%","±0.1","3,249,047","±5,887","71.0%","±0.1","1,003,336","±2,591","75.5%","±0.2","4,234,314","±5,818","72.7%","±0.1","4,862,565","±5,618","73.8%","±0.1","7,121,940","±7,844","72.1%","±0.1","3,840,005","±4,652","71.8%","±0.1","2,073,887","±5,968","69.6%","±0.2","4,331,653","±6,388","72.1%","±0.1","733,848","±2,808","73.5%","±0.3","1,299,459","±3,407","70.5%","±0.2","1,957,045","±4,657","71.9%","±0.2","976,788","±2,640","74.1%","±0.2","6,424,487","±5,408","72.8%","±0.1","1,470,427","±4,600","70.6%","±0.2","14,311,755","±8,876","73.5%","±0.1","6,923,735","±10,563","71.7%","±0.1","497,124","±2,323","72.7%","±0.3","8,350,527","±7,957","72.3%","±0.1","2,684,051","±5,546","70.8%","±0.1","2,852,066","±5,471","73.7%","±0.1","9,388,976","±7,172","73.7%","±0.1","775,756","±2,228","73.8%","±0.2","3,366,600","±7,793","71.9%","±0.2","582,113","±2,520","70.6%","±0.3","4,642,796","±8,406","72.5%","±0.1","17,552,879","±13,506","68.4%","±0.1","1,801,166","±4,543","63.9%","±0.2","467,731","±2,430","74.7%","±0.4","5,875,404","±8,676","72.6%","±0.1","4,967,353","±5,826","72.7%","±0.1","1,389,225","±3,927","74.9%","±0.2","4,130,834","±6,575","72.3%","±0.1","407,884","±2,131","71.8%","±0.4","2,652,599","±3,826","71.6%","±0.1"
"    62 years and over","850,055","±6,317","17.7%","±0.1","79,992","±2,575","11.1%","±0.4","1,140,310","±9,095","17.6%","±0.1","530,581","±4,672","18.1%","±0.2","5,515,372","±15,044","14.6%","±0.1","742,408","±5,852","14.5%","±0.1","643,091","±4,258","18.0%","±0.1","169,033","±2,439","18.6%","±0.3","87,864","±1,927","14.2%","±0.3","4,060,615","±13,892","21.3%","±0.1","1,395,815","±8,775","14.2%","±0.1","252,389","±2,939","18.4%","±0.2","254,008","±3,767","16.0%","±0.2","2,059,203","±8,025","16.0%","±0.1","1,071,460","±6,357","16.4%","±0.1","565,231","±3,805","18.5%","±0.1","474,130","±3,285","16.5%","±0.1","753,908","±5,092","17.3%","±0.1","730,036","±5,527","16.0%","±0.1","275,807","±2,532","20.8%","±0.2","930,365","±6,585","16.0%","±0.1","1,147,496","±6,452","17.4%","±0.1","1,743,935","±7,140","17.7%","±0.1","876,137","±4,643","16.4%","±0.1","488,055","±4,090","16.4%","±0.1","1,063,308","±7,322","17.7%","±0.1","189,539","±2,801","19.0%","±0.3","310,052","±2,909","16.8%","±0.2","433,424","±5,078","15.9%","±0.2","238,860","±2,803","18.1%","±0.2","1,503,001","±6,971","17.0%","±0.1","355,847","±4,228","17.1%","±0.2","3,312,736","±10,084","17.0%","±0.1","1,616,222","±9,113","16.7%","±0.1","119,805","±2,017","17.5%","±0.3","2,078,061","±9,282","18.0%","±0.1","647,263","±4,504","17.1%","±0.1","703,661","±5,673","18.2%","±0.1","2,452,574","±10,048","19.2%","±0.1","189,714","±2,341","18.0%","±0.2","831,375","±6,382","17.8%","±0.1","148,676","±2,359","18.0%","±0.3","1,112,943","±8,034","17.4%","±0.1","3,451,994","±16,335","13.4%","±0.1","327,031","±3,956","11.6%","±0.1","119,450","±2,132","19.1%","±0.3","1,284,761","±8,843","15.9%","±0.1","1,108,282","±6,702","16.2%","±0.1","377,740","±4,070","20.4%","±0.2","993,265","±5,733","17.4%","±0.1","90,847","±1,967","16.0%","±0.3","698,832","±4,968","18.9%","±0.1"
