"Label (Grouping)","Alabama!!Number!!Estimate","Alabama!!Number!!Margin of Error","Alabama!!Percent Distribution!!Estimate","Alabama!!Percent Distribution!!Margin of Error","Alabama!!Mean income (dollars)!!Estimate","Alabama!!Mean income (dollars)!!Margin of Error","Alaska!!Number!!Estimate","Alaska!!Number!!Margin of Error","Alaska!!Percent Distribution!!Estimate","Alaska!!Percent Distribution!!Margin of Error","Alaska!!Mean income (dollars)!!Estimate","Alaska!!Mean income (dollars)!!Margin of Error","Arizona!!Number!!Estimate","Arizona!!Number!!Margin of Error","Arizona!!Percent Distribution!!Estimate","Arizona!!Percent Distribution!!Margin of Error","Arizona!!Mean income (dollars)!!Estimate","Arizona!!Mean income (dollars)!!Margin of Error","Arkansas!!Number!!Estimate","Arkansas!!Number!!Margin of Error","Arkansas!!Percent Distribution!!Estimate","Arkansas!!Percent Distribution!!Margin of Error","Arkansas!!Mean income (dollars)!!Estimate","Arkansas!!Mean income (dollars)!!Margin of Error","California!!Number!!Estimate","California!!Number!!Margin of Error","California!!Percent Distribution!!Estimate","California!!Percent Distribution!!Margin of Error","California!!Mean income (dollars)!!Estimate","California!!Mean income (dollars)!!Margin of Error","Colorado!!Number!!Estimate","Colorado!!Number!!Margin of Error","Colorado!!Percent Distribution!!Estimate","Colorado!!Percent Distribution!!Margin of Error","Colorado!!Mean income (dollars)!!Estimate","Colorado!!Mean income (dollars)!!Margin of Error","Connecticut!!Number!!Estimate","Connecticut!!Number!!Margin of Error","Connecticut!!Percent Distribution!!Estimate","Connecticut!!Percent Distribution!!Margin of Error","Connecticut!!Mean income (dollars)!!Estimate","Connecticut!!Mean income (dollars)!!Margin of Error","Delaware!!Number!!Estimate","Delaware!!Number!!Margin of Error","Delaware!!Percent Distribution!!Estimate","Delaware!!Percent Distribution!!Margin of Error","Delaware!!Mean income (dollars)!!Estimate","Delaware!!Mean income (dollars)!!Margin of Error","District of Columbia!!Number!!Estimate","District of Columbia!!Number!!Margin of Error","District of Columbia!!Percent Distribution!!Estimate","District of Columbia!!Percent Distribution!!Margin of Error","District of Columbia!!Mean income (dollars)!!Estimate","District of Columbia!!Mean income (dollars)!!Margin of Error","Florida!!Number!!Estimate","Florida!!Number!!Margin of Error","Florida!!Percent Distribution!!Estimate","Florida!!Percent Distribution!!Margin of Error","Florida!!Mean income (dollars)!!Estimate","Florida!!Mean income (dollars)!!Margin of Error","Georgia!!Number!!Estimate","Georgia!!Number!!Margin of Error","Georgia!!Percent Distribution!!Estimate","Georgia!!Percent Distribution!!Margin of Error","Georgia!!Mean income (dollars)!!Estimate","Georgia!!Mean income (dollars)!!Margin of Error","Hawaii!!Number!!Estimate","Hawaii!!Number!!Margin of Error","Hawaii!!Percent Distribution!!Estimate","Hawaii!!Percent Distribution!!Margin of Error","Hawaii!!Mean income (dollars)!!Estimate","Hawaii!!Mean income (dollars)!!Margin of Error","Idaho!!Number!!Estimate","Idaho!!Number!!Margin of Error","Idaho!!Percent Distribution!!Estimate","Idaho!!Percent Distribution!!Margin of Error","Idaho!!Mean income (dollars)!!Estimate","Idaho!!Mean income (dollars)!!Margin of Error","Illinois!!Number!!Estimate","Illinois!!Number!!Margin of Error","Illinois!!Percent Distribution!!Estimate","Illinois!!Percent Distribution!!Margin of Error","Illinois!!Mean income (dollars)!!Estimate","Illinois!!Mean income (dollars)!!Margin of Error","Indiana!!Number!!Estimate","Indiana!!Number!!Margin of Error","Indiana!!Percent Distribution!!Estimate","Indiana!!Percent Distribution!!Margin of Error","Indiana!!Mean income (dollars)!!Estimate","Indiana!!Mean income (dollars)!!Margin of Error","Iowa!!Number!!Estimate","Iowa!!Number!!Margin of Error","Iowa!!Percent Distribution!!Estimate","Iowa!!Percent Distribution!!Margin of Error","Iowa!!Mean income (dollars)!!Estimate","Iowa!!Mean income (dollars)!!Margin of Error","Kansas!!Number!!Estimate","Kansas!!Number!!Margin of Error","Kansas!!Percent Distribution!!Estimate","Kansas!!Percent Distribution!!Margin of Error","Kansas!!Mean income (dollars)!!Estimate","Kansas!!Mean income (dollars)!!Margin of Error","Kentucky!!Number!!Estimate","Kentucky!!Number!!Margin of Error","Kentucky!!Percent Distribution!!Estimate","Kentucky!!Percent Distribution!!Margin of Error","Kentucky!!Mean income (dollars)!!Estimate","Kentucky!!Mean income (dollars)!!Margin of Error","Louisiana!!Number!!Estimate","Louisiana!!Number!!Margin of Error","Louisiana!!Percent Distribution!!Estimate","Louisiana!!Percent Distribution!!Margin of Error","Louisiana!!Mean income (dollars)!!Estimate","Louisiana!!Mean income (dollars)!!Margin of Error","Maine!!Number!!Estimate","Maine!!Number!!Margin of Error","Maine!!Percent Distribution!!Estimate","Maine!!Percent Distribution!!Margin of Error","Maine!!Mean income (dollars)!!Estimate","Maine!!Mean income (dollars)!!Margin of Error","Maryland!!Number!!Estimate","Maryland!!Number!!Margin of Error","Maryland!!Percent Distribution!!Estimate","Maryland!!Percent Distribution!!Margin of Error","Maryland!!Mean income (dollars)!!Estimate","Maryland!!Mean income (dollars)!!Margin of Error","Massachusetts!!Number!!Estimate","Massachusetts!!Number!!Margin of Error","Massachusetts!!Percent Distribution!!Estimate","Massachusetts!!Percent Distribution!!Margin of Error","Massachusetts!!Mean income (dollars)!!Estimate","Massachusetts!!Mean income (dollars)!!Margin of Error","Michigan!!Number!!Estimate","Michigan!!Number!!Margin of Error","Michigan!!Percent Distribution!!Estimate","Michigan!!Percent Distribution!!Margin of Error","Michigan!!Mean income (dollars)!!Estimate","Michigan!!Mean income (dollars)!!Margin of Error","Minnesota!!Number!!Estimate","Minnesota!!Number!!Margin of Error","Minnesota!!Percent Distribution!!Estimate","Minnesota!!Percent Distribution!!Margin of Error","Minnesota!!Mean income (dollars)!!Estimate","Minnesota!!Mean income (dollars)!!Margin of Error","Mississippi!!Number!!Estimate","Mississippi!!Number!!Margin of Error","Mississippi!!Percent Distribution!!Estimate","Mississippi!!Percent Distribution!!Margin of Error","Mississippi!!Mean income (dollars)!!Estimate","Mississippi!!Mean income (dollars)!!Margin of Error","Missouri!!Number!!Estimate","Missouri!!Number!!Margin of Error","Missouri!!Percent Distribution!!Estimate","Missouri!!Percent Distribution!!Margin of Error","Missouri!!Mean income (dollars)!!Estimate","Missouri!!Mean income (dollars)!!Margin of Error","Montana!!Number!!Estimate","Montana!!Number!!Margin of Error","Montana!!Percent Distribution!!Estimate","Montana!!Percent Distribution!!Margin of Error","Montana!!Mean income (dollars)!!Estimate","Montana!!Mean income (dollars)!!Margin of Error","Nebraska!!Number!!Estimate","Nebraska!!Number!!Margin of Error","Nebraska!!Percent Distribution!!Estimate","Nebraska!!Percent Distribution!!Margin of Error","Nebraska!!Mean income (dollars)!!Estimate","Nebraska!!Mean income (dollars)!!Margin of Error","Nevada!!Number!!Estimate","Nevada!!Number!!Margin of Error","Nevada!!Percent Distribution!!Estimate","Nevada!!Percent Distribution!!Margin of Error","Nevada!!Mean income (dollars)!!Estimate","Nevada!!Mean income (dollars)!!Margin of Error","New Hampshire!!Number!!Estimate","New Hampshire!!Number!!Margin of Error","New Hampshire!!Percent Distribution!!Estimate","New Hampshire!!Percent Distribution!!Margin of Error","New Hampshire!!Mean income (dollars)!!Estimate","New Hampshire!!Mean income (dollars)!!Margin of Error","New Jersey!!Number!!Estimate","New Jersey!!Number!!Margin of Error","New Jersey!!Percent Distribution!!Estimate","New Jersey!!Percent Distribution!!Margin of Error","New Jersey!!Mean income (dollars)!!Estimate","New Jersey!!Mean income (dollars)!!Margin of Error","New Mexico!!Number!!Estimate","New Mexico!!Number!!Margin of Error","New Mexico!!Percent Distribution!!Estimate","New Mexico!!Percent Distribution!!Margin of Error","New Mexico!!Mean income (dollars)!!Estimate","New Mexico!!Mean income (dollars)!!Margin of Error","New York!!Number!!Estimate","New York!!Number!!Margin of Error","New York!!Percent Distribution!!Estimate","New York!!Percent Distribution!!Margin of Error","New York!!Mean income (dollars)!!Estimate","New York!!Mean income (dollars)!!Margin of Error","North Carolina!!Number!!Estimate","North Carolina!!Number!!Margin of Error","North Carolina!!Percent Distribution!!Estimate","North Carolina!!Percent Distribution!!Margin of Error","North Carolina!!Mean income (dollars)!!Estimate","North Carolina!!Mean income (dollars)!!Margin of Error","North Dakota!!Number!!Estimate","North Dakota!!Number!!Margin of Error","North Dakota!!Percent Distribution!!Estimate","North Dakota!!Percent Distribution!!Margin of Error","North Dakota!!Mean income (dollars)!!Estimate","North Dakota!!Mean income (dollars)!!Margin of Error","Ohio!!Number!!Estimate","Ohio!!Number!!Margin of Error","Ohio!!Percent Distribution!!Estimate","Ohio!!Percent Distribution!!Margin of Error","Ohio!!Mean income (dollars)!!Estimate","Ohio!!Mean income (dollars)!!Margin of Error","Oklahoma!!Number!!Estimate","Oklahoma!!Number!!Margin of Error","Oklahoma!!Percent Distribution!!Estimate","Oklahoma!!Percent Distribution!!Margin of Error","Oklahoma!!Mean income (dollars)!!Estimate","Oklahoma!!Mean income (dollars)!!Margin of Error","Oregon!!Number!!Estimate","Oregon!!Number!!Margin of Error","Oregon!!Percent Distribution!!Estimate","Oregon!!Percent Distribution!!Margin of Error","Oregon!!Mean income (dollars)!!Estimate","Oregon!!Mean income (dollars)!!Margin of Error","Pennsylvania!!Number!!Estimate","Pennsylvania!!Number!!Margin of Error","Pennsylvania!!Percent Distribution!!Estimate","Pennsylvania!!Percent Distribution!!Margin of Error","Pennsylvania!!Mean income (dollars)!!Estimate","Pennsylvania!!Mean income (dollars)!!Margin of Error","Rhode Island!!Number!!Estimate","Rhode Island!!Number!!Margin of Error","Rhode Island!!Percent Distribution!!Estimate","Rhode Island!!Percent Distribution!!Margin of Error","Rhode Island!!Mean income (dollars)!!Estimate","Rhode Island!!Mean income (dollars)!!Margin of Error","South Carolina!!Number!!Estimate","South Carolina!!Number!!Margin of Error","South Carolina!!Percent Distribution!!Estimate","South Carolina!!Percent Distribution!!Margin of Error","South Carolina!!Mean income (dollars)!!Estimate","South Carolina!!Mean income (dollars)!!Margin of Error","South Dakota!!Number!!Estimate","South Dakota!!Number!!Margin of Error","South Dakota!!Percent Distribution!!Estimate","South Dakota!!Percent Distribution!!Margin of Error","South Dakota!!Mean income (dollars)!!Estimate","South Dakota!!Mean income (dollars)!!Margin of Error","Tennessee!!Number!!Estimate","Tennessee!!Number!!Margin of Error","Tennessee!!Percent Distribution!!Estimate","Tennessee!!Percent Distribution!!Margin of Error","Tennessee!!Mean income (dollars)!!Estimate","Tennessee!!Mean income (dollars)!!Margin of Error","Texas!!Number!!Estimate","Texas!!Number!!Margin of Error","Texas!!Percent Distribution!!Estimate","Texas!!Percent Distribution!!Margin of Error","Texas!!Mean income (dollars)!!Estimate","Texas!!Mean income (dollars)!!Margin of Error","Utah!!Number!!Estimate","Utah!!Number!!Margin of Error","Utah!!Percent Distribution!!Estimate","Utah!!Percent Distribution!!Margin of Error","Utah!!Mean income (dollars)!!Estimate","Utah!!Mean income (dollars)!!Margin of Error","Vermont!!Number!!Estimate","Vermont!!Number!!Margin of Error","Vermont!!Percent Distribution!!Estimate","Vermont!!Percent Distribution!!Margin of Error","Vermont!!Mean income (dollars)!!Estimate","Vermont!!Mean income (dollars)!!Margin of Error","Virginia!!Number!!Estimate","Virginia!!Number!!Margin of Error","Virginia!!Percent Distribution!!Estimate","Virginia!!Percent Distribution!!Margin of Error","Virginia!!Mean income (dollars)!!Estimate","Virginia!!Mean income (dollars)!!Margin of Error","Washington!!Number!!Estimate","Washington!!Number!!Margin of Error","Washington!!Percent Distribution!!Estimate","Washington!!Percent Distribution!!Margin of Error","Washington!!Mean income (dollars)!!Estimate","Washington!!Mean income (dollars)!!Margin of Error","West Virginia!!Number!!Estimate","West Virginia!!Number!!Margin of Error","West Virginia!!Percent Distribution!!Estimate","West Virginia!!Percent Distribution!!Margin of Error","West Virginia!!Mean income (dollars)!!Estimate","West Virginia!!Mean income (dollars)!!Margin of Error","Wisconsin!!Number!!Estimate","Wisconsin!!Number!!Margin of Error","Wisconsin!!Percent Distribution!!Estimate","Wisconsin!!Percent Distribution!!Margin of Error","Wisconsin!!Mean income (dollars)!!Estimate","Wisconsin!!Mean income (dollars)!!Margin of Error","Wyoming!!Number!!Estimate","Wyoming!!Number!!Margin of Error","Wyoming!!Percent Distribution!!Estimate","Wyoming!!Percent Distribution!!Margin of Error","Wyoming!!Mean income (dollars)!!Estimate","Wyoming!!Mean income (dollars)!!Margin of Error","Puerto Rico!!Number!!Estimate","Puerto Rico!!Number!!Margin of Error","Puerto Rico!!Percent Distribution!!Estimate","Puerto Rico!!Percent Distribution!!Margin of Error","Puerto Rico!!Mean income (dollars)!!Estimate","Puerto Rico!!Mean income (dollars)!!Margin of Error"
"HOUSEHOLD INCOME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"All households","1,841,665","±12,421","1,841,665","±12,421","66,337","±723","250,741","±3,074","250,741","±3,074","92,674","±2,705","2,552,972","±11,005","2,552,972","±11,005","77,451","±752","1,153,082","±8,560","1,153,082","±8,560","63,560","±923","13,005,097","±17,539","13,005,097","±17,539","101,761","±503","2,139,207","±8,774","2,139,207","±8,774","92,465","±963","1,356,762","±6,513","1,356,762","±6,513","107,420","±1,598","357,937","±4,266","357,937","±4,266","86,577","±2,779","281,475","±3,302","281,475","±3,302","121,095","±3,228","7,689,964","±22,835","7,689,964","±22,835","76,053","±513","3,745,074","±16,431","3,745,074","±16,431","79,157","±691","458,078","±4,221","458,078","±4,221","98,553","±1,723","625,135","±5,980","625,135","±5,980","69,958","±1,735","4,808,672","±14,430","4,808,672","±14,430","88,160","±551","2,557,299","±10,669","2,557,299","±10,669","71,510","±709","1,257,505","±6,773","1,257,505","±6,773","75,455","±920","1,128,983","±6,821","1,128,983","±6,821","75,822","±912","1,725,034","±10,346","1,725,034","±10,346","67,090","±784","1,737,123","±11,255","1,737,123","±11,255","65,910","±841","540,959","±6,050","540,959","±6,050","73,598","±1,747","2,207,343","±8,135","2,207,343","±8,135","106,035","±1,053","2,604,954","±9,148","2,604,954","±9,148","106,641","±1,071","3,930,017","±12,926","3,930,017","±12,926","75,449","±519","2,162,211","±7,968","2,162,211","±7,968","90,915","±770","1,091,980","±9,693","1,091,980","±9,693","60,017","±1,101","2,385,135","±13,054","2,385,135","±13,054","72,959","±757","423,091","±4,068","423,091","±4,068","70,994","±1,690","754,490","±4,583","754,490","±4,583","77,235","±1,056","1,094,613","±6,821","1,094,613","±6,821","78,424","±1,258","528,700","±4,349","528,700","±4,349","94,780","±1,711","3,218,798","±8,951","3,218,798","±8,951","110,120","±935","767,705","±6,614","767,705","±6,614","64,604","±1,260","7,304,332","±18,884","7,304,332","±18,884","97,116","±728","3,955,069","±14,774","3,955,069","±14,774","74,106","±613","316,306","±3,300","316,306","±3,300","80,663","±2,198","4,667,192","±13,650","4,667,192","±13,650","73,337","±569","1,470,364","±5,913","1,470,364","±5,913","68,020","±763","1,603,635","±8,695","1,603,635","±8,695","80,144","±900","5,008,751","±12,653","5,008,751","±12,653","81,006","±509","408,748","±4,427","408,748","±4,427","85,279","±1,876","1,905,100","±10,277","1,905,100","±10,277","70,214","±942","344,260","±3,147","344,260","±3,147","73,458","±1,993","2,588,655","±10,916","2,588,655","±10,916","72,008","±847","9,623,874","±22,217","9,623,874","±22,217","82,768","±416","975,448","±5,045","975,448","±5,045","86,442","±1,379","256,629","±3,631","256,629","±3,631","76,560","±2,121","3,120,880","±13,665","3,120,880","±13,665","97,639","±912","2,840,377","±11,168","2,840,377","±11,168","94,297","±793","715,308","±7,000","715,308","±7,000","59,557","±1,201","2,350,293","±7,563","2,350,293","±7,563","77,369","±664","225,796","±3,968","225,796","±3,968","75,855","±2,636","1,191,305","±10,722","1,191,305","±10,722","31,094","±771"
"    With earnings","1,320,744","±13,713","71.7%","±0.5","69,464","±873","212,488","±3,830","84.7%","±1.0","89,678","±2,623","1,910,129","±12,099","74.8%","±0.3","78,390","±838","841,855","±9,887","73.0%","±0.6","66,400","±1,098","10,502,893","±24,720","80.8%","±0.1","102,434","±504","1,752,070","±11,134","81.9%","±0.3","92,008","±1,034","1,067,402","±8,198","78.7%","±0.5","109,713","±1,739","267,563","±4,950","74.8%","±0.9","87,046","±2,919","227,169","±4,253","80.7%","±1.0","128,595","±3,393","5,554,042","±23,366","72.2%","±0.2","76,657","±591","2,957,895","±20,412","79.0%","±0.3","81,659","±787","365,744","±4,535","79.8%","±0.8","94,425","±1,925","481,250","±7,264","77.0%","±0.8","69,076","±1,924","3,760,577","±19,856","78.2%","±0.3","91,414","±699","1,980,776","±11,689","77.5%","±0.3","73,976","±766","994,918","±7,186","79.1%","±0.4","75,590","±1,007","896,374","±7,951","79.4%","±0.4","75,972","±1,049","1,254,682","±10,864","72.7%","±0.4","70,558","±769","1,283,314","±14,732","73.9%","±0.5","70,688","±959","404,070","±6,576","74.7%","±0.8","73,908","±1,793","1,800,089","±9,644","81.6%","±0.3","106,761","±1,057","2,050,852","±9,837","78.7%","±0.3","112,074","±1,180","2,928,572","±14,747","74.5%","±0.2","77,955","±655","1,737,758","±9,293","80.4%","±0.3","92,706","±858","784,724","±9,939","71.9%","±0.6","62,783","±1,229","1,822,748","±14,201","76.4%","±0.3","73,967","±809","325,920","±4,684","77.0%","±0.9","68,351","±1,805","617,759","±5,777","81.9%","±0.5","77,055","±1,082","857,069","±7,899","78.3%","±0.5","77,939","±1,328","425,781","±5,709","80.5%","±0.7","95,485","±2,144","2,566,019","±10,609","79.7%","±0.3","114,387","±1,053","550,141","±9,067","71.7%","±0.8","64,962","±1,430","5,650,357","±21,254","77.4%","±0.2","102,082","±773","3,024,643","±17,515","76.5%","±0.3","75,682","±762","261,416","±4,103","82.6%","±0.8","80,298","±2,585","3,537,061","±15,524","75.8%","±0.3","75,118","±606","1,122,850","±6,396","76.4%","±0.4","69,377","±873","1,216,030","±9,451","75.8%","±0.4","80,873","±1,114","3,732,431","±15,238","74.5%","±0.2","85,817","±592","312,699","±5,033","76.5%","±0.8","89,331","±2,008","1,416,699","±12,239","74.4%","±0.4","70,536","±1,007","273,252","±3,796","79.4%","±0.8","71,576","±1,912","1,958,491","±14,741","75.7%","±0.4","73,761","±991","7,918,742","±25,340","82.3%","±0.2","83,882","±466","823,516","±5,653","84.4%","±0.4","84,922","±1,283","198,695","±3,924","77.4%","±1.0","74,766","±2,134","2,497,619","±14,233","80.0%","±0.3","97,476","±945","2,246,415","±14,267","79.1%","±0.4","95,916","±921","474,815","±7,771","66.4%","±0.8","64,404","±1,390","1,828,888","±9,943","77.8%","±0.3","79,020","±788","178,870","±3,931","79.2%","±1.0","75,458","±3,037","644,395","±13,165","54.1%","±0.8","37,501","±1,125"
"        With wages or salary income","1,272,824","±14,106","69.1%","±0.5","67,920","±873","203,414","±4,106","81.1%","±1.1","87,151","±2,329","1,832,443","±12,578","71.8%","±0.4","77,109","±912","806,868","±10,212","70.0%","±0.6","64,521","±996","9,978,057","±27,438","76.7%","±0.2","99,887","±471","1,689,644","±11,417","79.0%","±0.4","89,469","±902","1,024,964","±8,290","75.5%","±0.5","106,632","±1,732","258,648","±4,761","72.3%","±1.0","85,137","±2,803","220,732","±4,285","78.4%","±1.0","124,979","±3,360","5,328,730","±24,704","69.3%","±0.2","75,024","±588","2,859,015","±19,924","76.3%","±0.4","79,631","±746","349,857","±4,883","76.4%","±0.9","91,995","±1,886","461,928","±7,322","73.9%","±0.8","66,350","±1,585","3,650,754","±20,557","75.9%","±0.3","89,306","±644","1,926,813","±11,996","75.3%","±0.3","72,399","±785","959,560","±7,416","76.3%","±0.4","72,913","±970","864,146","±7,886","76.5%","±0.4","73,713","±1,038","1,210,959","±10,878","70.2%","±0.4","69,274","±765","1,233,121","±14,336","71.0%","±0.5","69,257","±1,008","381,132","±6,451","70.5%","±0.8","71,975","±1,730","1,749,244","±10,248","79.2%","±0.4","104,701","±1,017","1,986,517","±10,737","76.3%","±0.4","109,485","±1,141","2,836,789","±15,181","72.2%","±0.3","76,381","±587","1,687,457","±8,926","78.0%","±0.3","90,046","±786","755,162","±10,533","69.2%","±0.7","61,387","±1,202","1,759,657","±14,124","73.8%","±0.4","72,295","±774","306,776","±5,078","72.5%","±1.0","65,683","±1,736","598,004","±6,182","79.3%","±0.6","74,291","±1,052","824,372","±7,857","75.3%","±0.6","75,624","±1,309","410,577","±6,041","77.7%","±0.8","92,454","±2,115","2,496,687","±11,476","77.6%","±0.3","111,672","±1,040","520,712","±8,743","67.8%","±0.8","64,544","±1,431","5,441,443","±23,170","74.5%","±0.2","99,694","±650","2,911,736","±17,469","73.6%","±0.3","74,436","±741","252,325","±4,126","79.8%","±0.9","73,764","±2,023","3,430,757","±15,146","73.5%","±0.3","73,409","±592","1,076,754","±6,259","73.2%","±0.4","67,152","±866","1,158,057","±9,729","72.2%","±0.5","78,632","±1,121","3,614,563","±14,942","72.2%","±0.2","83,939","±591","301,732","±4,930","73.8%","±0.8","87,524","±2,247","1,360,435","±13,665","71.4%","±0.5","68,809","±864","261,552","±4,087","76.0%","±0.9","67,133","±1,777","1,871,971","±15,465","72.3%","±0.4","71,284","±955","7,578,961","±25,174","78.8%","±0.2","81,980","±464","804,234","±6,061","82.4%","±0.5","82,562","±1,260","187,824","±3,938","73.2%","±1.1","72,699","±2,069","2,428,459","±15,077","77.8%","±0.3","95,545","±901","2,173,293","±14,637","76.5%","±0.4","93,506","±903","460,849","±7,833","64.4%","±0.8","63,262","±1,305","1,777,070","±9,606","75.6%","±0.3","77,146","±760","171,059","±3,972","75.8%","±1.1","73,336","±2,920","593,989","±12,854","49.9%","±0.8","37,178","±1,178"
"        With self-employment income","150,241","±6,371","8.2%","±0.3","35,237","±2,816","35,129","±2,136","14.0%","±0.9","37,798","±5,959","258,375","±8,630","10.1%","±0.3","32,661","±1,782","109,281","±5,653","9.5%","±0.5","35,127","±3,292","1,836,792","±18,691","14.1%","±0.1","43,105","±876","285,506","±8,121","13.3%","±0.4","35,143","±2,309","167,203","±6,778","12.3%","±0.5","46,732","±3,308","28,503","±2,563","8.0%","±0.7","44,554","±7,717","29,065","±2,698","10.3%","±1.0","55,939","±9,410","755,941","±15,505","9.8%","±0.2","34,358","±1,344","381,380","±10,569","10.2%","±0.3","36,371","±2,118","57,903","±3,520","12.6%","±0.8","40,590","±4,955","77,085","±4,160","12.3%","±0.7","33,651","±6,157","450,700","±9,675","9.4%","±0.2","39,344","±2,469","231,973","±6,555","9.1%","±0.3","30,309","±2,487","165,881","±5,617","13.2%","±0.4","31,595","±1,702","137,318","±4,881","12.2%","±0.4","32,045","±2,079","163,199","±5,086","9.5%","±0.3","28,430","±1,957","159,141","±6,276","9.2%","±0.4","33,387","±2,114","79,520","±4,324","14.7%","±0.8","30,581","±2,526","238,673","±6,425","10.8%","±0.3","37,841","±2,259","289,916","±7,290","11.1%","±0.3","42,609","±2,052","358,282","±7,686","9.1%","±0.2","32,427","±1,764","259,308","±5,965","12.0%","±0.3","35,293","±1,637","94,362","±5,455","8.6%","±0.5","30,840","±2,666","243,465","±7,836","10.2%","±0.3","31,253","±1,867","63,932","±3,192","15.1%","±0.7","33,267","±4,250","98,244","±4,566","13.0%","±0.6","32,322","±2,289","101,711","±4,818","9.3%","±0.4","43,820","±3,950","65,507","±3,601","12.4%","±0.7","41,158","±3,779","301,600","±7,450","9.4%","±0.2","48,767","±2,927","73,404","±4,334","9.6%","±0.6","29,010","±3,541","784,319","±14,345","10.7%","±0.2","43,757","±1,883","404,893","±10,505","10.2%","±0.3","30,068","±1,499","46,545","±2,791","14.7%","±0.9","51,101","±8,160","429,013","±10,360","9.2%","±0.2","32,278","±1,687","159,358","±4,808","10.8%","±0.3","35,105","±2,328","211,477","±6,846","13.2%","±0.4","34,442","±2,747","468,935","±8,401","9.4%","±0.2","36,045","±1,242","38,889","±2,905","9.5%","±0.7","39,213","±5,238","177,134","±7,511","9.3%","±0.4","35,668","±3,517","52,171","±3,033","15.2%","±0.9","38,323","±3,409","284,921","±7,306","11.0%","±0.3","38,673","±2,300","1,136,121","±16,903","11.8%","±0.2","37,774","±911","123,889","±4,490","12.7%","±0.5","28,538","±1,733","40,373","±2,012","15.7%","±0.8","29,750","±3,430","317,293","±7,806","10.2%","±0.2","36,026","±2,087","326,233","±9,507","11.5%","±0.3","37,555","±2,183","46,991","±3,372","6.6%","±0.5","30,339","±3,660","233,600","±6,021","9.9%","±0.3","31,781","±1,501","29,565","±2,391","13.1%","±1.1","32,213","±4,627","96,229","±5,611","8.1%","±0.5","21,637","±1,882"
