"Label (Grouping)","Alabama!!Number!!Estimate","Alabama!!Number!!Margin of Error","Alabama!!Percent Distribution!!Estimate","Alabama!!Percent Distribution!!Margin of Error","Alabama!!Mean income (dollars)!!Estimate","Alabama!!Mean income (dollars)!!Margin of Error","Alaska!!Number!!Estimate","Alaska!!Number!!Margin of Error","Alaska!!Percent Distribution!!Estimate","Alaska!!Percent Distribution!!Margin of Error","Alaska!!Mean income (dollars)!!Estimate","Alaska!!Mean income (dollars)!!Margin of Error","Arizona!!Number!!Estimate","Arizona!!Number!!Margin of Error","Arizona!!Percent Distribution!!Estimate","Arizona!!Percent Distribution!!Margin of Error","Arizona!!Mean income (dollars)!!Estimate","Arizona!!Mean income (dollars)!!Margin of Error","Arkansas!!Number!!Estimate","Arkansas!!Number!!Margin of Error","Arkansas!!Percent Distribution!!Estimate","Arkansas!!Percent Distribution!!Margin of Error","Arkansas!!Mean income (dollars)!!Estimate","Arkansas!!Mean income (dollars)!!Margin of Error","California!!Number!!Estimate","California!!Number!!Margin of Error","California!!Percent Distribution!!Estimate","California!!Percent Distribution!!Margin of Error","California!!Mean income (dollars)!!Estimate","California!!Mean income (dollars)!!Margin of Error","Colorado!!Number!!Estimate","Colorado!!Number!!Margin of Error","Colorado!!Percent Distribution!!Estimate","Colorado!!Percent Distribution!!Margin of Error","Colorado!!Mean income (dollars)!!Estimate","Colorado!!Mean income (dollars)!!Margin of Error","Connecticut!!Number!!Estimate","Connecticut!!Number!!Margin of Error","Connecticut!!Percent Distribution!!Estimate","Connecticut!!Percent Distribution!!Margin of Error","Connecticut!!Mean income (dollars)!!Estimate","Connecticut!!Mean income (dollars)!!Margin of Error","Delaware!!Number!!Estimate","Delaware!!Number!!Margin of Error","Delaware!!Percent Distribution!!Estimate","Delaware!!Percent Distribution!!Margin of Error","Delaware!!Mean income (dollars)!!Estimate","Delaware!!Mean income (dollars)!!Margin of Error","District of Columbia!!Number!!Estimate","District of Columbia!!Number!!Margin of Error","District of Columbia!!Percent Distribution!!Estimate","District of Columbia!!Percent Distribution!!Margin of Error","District of Columbia!!Mean income (dollars)!!Estimate","District of Columbia!!Mean income (dollars)!!Margin of Error","Florida!!Number!!Estimate","Florida!!Number!!Margin of Error","Florida!!Percent Distribution!!Estimate","Florida!!Percent Distribution!!Margin of Error","Florida!!Mean income (dollars)!!Estimate","Florida!!Mean income (dollars)!!Margin of Error","Georgia!!Number!!Estimate","Georgia!!Number!!Margin of Error","Georgia!!Percent Distribution!!Estimate","Georgia!!Percent Distribution!!Margin of Error","Georgia!!Mean income (dollars)!!Estimate","Georgia!!Mean income (dollars)!!Margin of Error","Hawaii!!Number!!Estimate","Hawaii!!Number!!Margin of Error","Hawaii!!Percent Distribution!!Estimate","Hawaii!!Percent Distribution!!Margin of Error","Hawaii!!Mean income (dollars)!!Estimate","Hawaii!!Mean income (dollars)!!Margin of Error","Idaho!!Number!!Estimate","Idaho!!Number!!Margin of Error","Idaho!!Percent Distribution!!Estimate","Idaho!!Percent Distribution!!Margin of Error","Idaho!!Mean income (dollars)!!Estimate","Idaho!!Mean income (dollars)!!Margin of Error","Illinois!!Number!!Estimate","Illinois!!Number!!Margin of Error","Illinois!!Percent Distribution!!Estimate","Illinois!!Percent Distribution!!Margin of Error","Illinois!!Mean income (dollars)!!Estimate","Illinois!!Mean income (dollars)!!Margin of Error","Indiana!!Number!!Estimate","Indiana!!Number!!Margin of Error","Indiana!!Percent Distribution!!Estimate","Indiana!!Percent Distribution!!Margin of Error","Indiana!!Mean income (dollars)!!Estimate","Indiana!!Mean income (dollars)!!Margin of Error","Iowa!!Number!!Estimate","Iowa!!Number!!Margin of Error","Iowa!!Percent Distribution!!Estimate","Iowa!!Percent Distribution!!Margin of Error","Iowa!!Mean income (dollars)!!Estimate","Iowa!!Mean income (dollars)!!Margin of Error","Kansas!!Number!!Estimate","Kansas!!Number!!Margin of Error","Kansas!!Percent Distribution!!Estimate","Kansas!!Percent Distribution!!Margin of Error","Kansas!!Mean income (dollars)!!Estimate","Kansas!!Mean income (dollars)!!Margin of Error","Kentucky!!Number!!Estimate","Kentucky!!Number!!Margin of Error","Kentucky!!Percent Distribution!!Estimate","Kentucky!!Percent Distribution!!Margin of Error","Kentucky!!Mean income (dollars)!!Estimate","Kentucky!!Mean income (dollars)!!Margin of Error","Louisiana!!Number!!Estimate","Louisiana!!Number!!Margin of Error","Louisiana!!Percent Distribution!!Estimate","Louisiana!!Percent Distribution!!Margin of Error","Louisiana!!Mean income (dollars)!!Estimate","Louisiana!!Mean income (dollars)!!Margin of Error","Maine!!Number!!Estimate","Maine!!Number!!Margin of Error","Maine!!Percent Distribution!!Estimate","Maine!!Percent Distribution!!Margin of Error","Maine!!Mean income (dollars)!!Estimate","Maine!!Mean income (dollars)!!Margin of Error","Maryland!!Number!!Estimate","Maryland!!Number!!Margin of Error","Maryland!!Percent Distribution!!Estimate","Maryland!!Percent Distribution!!Margin of Error","Maryland!!Mean income (dollars)!!Estimate","Maryland!!Mean income (dollars)!!Margin of Error","Massachusetts!!Number!!Estimate","Massachusetts!!Number!!Margin of Error","Massachusetts!!Percent Distribution!!Estimate","Massachusetts!!Percent Distribution!!Margin of Error","Massachusetts!!Mean income (dollars)!!Estimate","Massachusetts!!Mean income (dollars)!!Margin of Error","Michigan!!Number!!Estimate","Michigan!!Number!!Margin of Error","Michigan!!Percent Distribution!!Estimate","Michigan!!Percent Distribution!!Margin of Error","Michigan!!Mean income (dollars)!!Estimate","Michigan!!Mean income (dollars)!!Margin of Error","Minnesota!!Number!!Estimate","Minnesota!!Number!!Margin of Error","Minnesota!!Percent Distribution!!Estimate","Minnesota!!Percent Distribution!!Margin of Error","Minnesota!!Mean income (dollars)!!Estimate","Minnesota!!Mean income (dollars)!!Margin of Error","Mississippi!!Number!!Estimate","Mississippi!!Number!!Margin of Error","Mississippi!!Percent Distribution!!Estimate","Mississippi!!Percent Distribution!!Margin of Error","Mississippi!!Mean income (dollars)!!Estimate","Mississippi!!Mean income (dollars)!!Margin of Error","Missouri!!Number!!Estimate","Missouri!!Number!!Margin of Error","Missouri!!Percent Distribution!!Estimate","Missouri!!Percent Distribution!!Margin of Error","Missouri!!Mean income (dollars)!!Estimate","Missouri!!Mean income (dollars)!!Margin of Error","Montana!!Number!!Estimate","Montana!!Number!!Margin of Error","Montana!!Percent Distribution!!Estimate","Montana!!Percent Distribution!!Margin of Error","Montana!!Mean income (dollars)!!Estimate","Montana!!Mean income (dollars)!!Margin of Error","Nebraska!!Number!!Estimate","Nebraska!!Number!!Margin of Error","Nebraska!!Percent Distribution!!Estimate","Nebraska!!Percent Distribution!!Margin of Error","Nebraska!!Mean income (dollars)!!Estimate","Nebraska!!Mean income (dollars)!!Margin of Error","Nevada!!Number!!Estimate","Nevada!!Number!!Margin of Error","Nevada!!Percent Distribution!!Estimate","Nevada!!Percent Distribution!!Margin of Error","Nevada!!Mean income (dollars)!!Estimate","Nevada!!Mean income (dollars)!!Margin of Error","New Hampshire!!Number!!Estimate","New Hampshire!!Number!!Margin of Error","New Hampshire!!Percent Distribution!!Estimate","New Hampshire!!Percent Distribution!!Margin of Error","New Hampshire!!Mean income (dollars)!!Estimate","New Hampshire!!Mean income (dollars)!!Margin of Error","New Jersey!!Number!!Estimate","New Jersey!!Number!!Margin of Error","New Jersey!!Percent Distribution!!Estimate","New Jersey!!Percent Distribution!!Margin of Error","New Jersey!!Mean income (dollars)!!Estimate","New Jersey!!Mean income (dollars)!!Margin of Error","New Mexico!!Number!!Estimate","New Mexico!!Number!!Margin of Error","New Mexico!!Percent Distribution!!Estimate","New Mexico!!Percent Distribution!!Margin of Error","New Mexico!!Mean income (dollars)!!Estimate","New Mexico!!Mean income (dollars)!!Margin of Error","New York!!Number!!Estimate","New York!!Number!!Margin of Error","New York!!Percent Distribution!!Estimate","New York!!Percent Distribution!!Margin of Error","New York!!Mean income (dollars)!!Estimate","New York!!Mean income (dollars)!!Margin of Error","North Carolina!!Number!!Estimate","North Carolina!!Number!!Margin of Error","North Carolina!!Percent Distribution!!Estimate","North Carolina!!Percent Distribution!!Margin of Error","North Carolina!!Mean income (dollars)!!Estimate","North Carolina!!Mean income (dollars)!!Margin of Error","North Dakota!!Number!!Estimate","North Dakota!!Number!!Margin of Error","North Dakota!!Percent Distribution!!Estimate","North Dakota!!Percent Distribution!!Margin of Error","North Dakota!!Mean income (dollars)!!Estimate","North Dakota!!Mean income (dollars)!!Margin of Error","Ohio!!Number!!Estimate","Ohio!!Number!!Margin of Error","Ohio!!Percent Distribution!!Estimate","Ohio!!Percent Distribution!!Margin of Error","Ohio!!Mean income (dollars)!!Estimate","Ohio!!Mean income (dollars)!!Margin of Error","Oklahoma!!Number!!Estimate","Oklahoma!!Number!!Margin of Error","Oklahoma!!Percent Distribution!!Estimate","Oklahoma!!Percent Distribution!!Margin of Error","Oklahoma!!Mean income (dollars)!!Estimate","Oklahoma!!Mean income (dollars)!!Margin of Error","Oregon!!Number!!Estimate","Oregon!!Number!!Margin of Error","Oregon!!Percent Distribution!!Estimate","Oregon!!Percent Distribution!!Margin of Error","Oregon!!Mean income (dollars)!!Estimate","Oregon!!Mean income (dollars)!!Margin of Error","Pennsylvania!!Number!!Estimate","Pennsylvania!!Number!!Margin of Error","Pennsylvania!!Percent Distribution!!Estimate","Pennsylvania!!Percent Distribution!!Margin of Error","Pennsylvania!!Mean income (dollars)!!Estimate","Pennsylvania!!Mean income (dollars)!!Margin of Error","Rhode Island!!Number!!Estimate","Rhode Island!!Number!!Margin of Error","Rhode Island!!Percent Distribution!!Estimate","Rhode Island!!Percent Distribution!!Margin of Error","Rhode Island!!Mean income (dollars)!!Estimate","Rhode Island!!Mean income (dollars)!!Margin of Error","South Carolina!!Number!!Estimate","South Carolina!!Number!!Margin of Error","South Carolina!!Percent Distribution!!Estimate","South Carolina!!Percent Distribution!!Margin of Error","South Carolina!!Mean income (dollars)!!Estimate","South Carolina!!Mean income (dollars)!!Margin of Error","South Dakota!!Number!!Estimate","South Dakota!!Number!!Margin of Error","South Dakota!!Percent Distribution!!Estimate","South Dakota!!Percent Distribution!!Margin of Error","South Dakota!!Mean income (dollars)!!Estimate","South Dakota!!Mean income (dollars)!!Margin of Error","Tennessee!!Number!!Estimate","Tennessee!!Number!!Margin of Error","Tennessee!!Percent Distribution!!Estimate","Tennessee!!Percent Distribution!!Margin of Error","Tennessee!!Mean income (dollars)!!Estimate","Tennessee!!Mean income (dollars)!!Margin of Error","Texas!!Number!!Estimate","Texas!!Number!!Margin of Error","Texas!!Percent Distribution!!Estimate","Texas!!Percent Distribution!!Margin of Error","Texas!!Mean income (dollars)!!Estimate","Texas!!Mean income (dollars)!!Margin of Error","Utah!!Number!!Estimate","Utah!!Number!!Margin of Error","Utah!!Percent Distribution!!Estimate","Utah!!Percent Distribution!!Margin of Error","Utah!!Mean income (dollars)!!Estimate","Utah!!Mean income (dollars)!!Margin of Error","Vermont!!Number!!Estimate","Vermont!!Number!!Margin of Error","Vermont!!Percent Distribution!!Estimate","Vermont!!Percent Distribution!!Margin of Error","Vermont!!Mean income (dollars)!!Estimate","Vermont!!Mean income (dollars)!!Margin of Error","Virginia!!Number!!Estimate","Virginia!!Number!!Margin of Error","Virginia!!Percent Distribution!!Estimate","Virginia!!Percent Distribution!!Margin of Error","Virginia!!Mean income (dollars)!!Estimate","Virginia!!Mean income (dollars)!!Margin of Error","Washington!!Number!!Estimate","Washington!!Number!!Margin of Error","Washington!!Percent Distribution!!Estimate","Washington!!Percent Distribution!!Margin of Error","Washington!!Mean income (dollars)!!Estimate","Washington!!Mean income (dollars)!!Margin of Error","West Virginia!!Number!!Estimate","West Virginia!!Number!!Margin of Error","West Virginia!!Percent Distribution!!Estimate","West Virginia!!Percent Distribution!!Margin of Error","West Virginia!!Mean income (dollars)!!Estimate","West Virginia!!Mean income (dollars)!!Margin of Error","Wisconsin!!Number!!Estimate","Wisconsin!!Number!!Margin of Error","Wisconsin!!Percent Distribution!!Estimate","Wisconsin!!Percent Distribution!!Margin of Error","Wisconsin!!Mean income (dollars)!!Estimate","Wisconsin!!Mean income (dollars)!!Margin of Error","Wyoming!!Number!!Estimate","Wyoming!!Number!!Margin of Error","Wyoming!!Percent Distribution!!Estimate","Wyoming!!Percent Distribution!!Margin of Error","Wyoming!!Mean income (dollars)!!Estimate","Wyoming!!Mean income (dollars)!!Margin of Error","Puerto Rico!!Number!!Estimate","Puerto Rico!!Number!!Margin of Error","Puerto Rico!!Percent Distribution!!Estimate","Puerto Rico!!Percent Distribution!!Margin of Error","Puerto Rico!!Mean income (dollars)!!Estimate","Puerto Rico!!Mean income (dollars)!!Margin of Error"
"HOUSEHOLD INCOME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    All households","1,897,576","±10,370","1,897,576","±10,370","71,478","±864","252,199","±3,658","252,199","±3,658","98,504","±3,214","2,670,441","±12,014","2,670,441","±12,014","84,438","±783","1,163,647","±8,530","1,163,647","±8,530","68,219","±1,193","13,157,873","±23,844","13,157,873","±23,844","113,563","±505","2,235,103","±10,026","2,235,103","±10,026","103,518","±921","1,377,166","±6,712","1,377,166","±6,712","114,630","±1,647","376,239","±3,536","376,239","±3,536","92,445","±2,533","291,570","±3,959","291,570","±3,959","135,369","±3,627","7,905,832","±23,042","7,905,832","±23,042","83,883","±463","3,852,714","±14,425","3,852,714","±14,425","86,468","±919","465,299","±5,012","465,299","±5,012","106,247","±2,179","655,859","±5,316","655,859","±5,316","78,975","±1,489","4,866,006","±12,627","4,866,006","±12,627","95,725","±675","2,597,765","±12,716","2,597,765","±12,716","78,064","±856","1,287,221","±6,606","1,287,221","±6,606","80,267","±1,139","1,138,329","±6,595","1,138,329","±6,595","82,270","±1,287","1,748,732","±8,789","1,748,732","±8,789","72,215","±944","1,741,076","±11,011","1,741,076","±11,011","72,658","±989","573,618","±4,999","573,618","±4,999","78,303","±1,702","2,226,767","±9,709","2,226,767","±9,709","114,089","±1,192","2,650,680","±9,065","2,650,680","±9,065","117,482","±1,179","3,969,880","±12,901","3,969,880","±12,901","80,681","±630","2,222,568","±7,740","2,222,568","±7,740","96,995","±927","1,100,229","±9,887","1,100,229","±9,887","65,081","±1,411","2,458,337","±10,406","2,458,337","±10,406","77,885","±843","437,651","±4,637","437,651","±4,637","77,320","±2,198","771,444","±4,475","771,444","±4,475","82,539","±1,174","1,143,557","±8,281","1,143,557","±8,281","86,946","±1,483","541,396","±5,389","541,396","±5,389","100,882","±2,187","3,286,264","±9,466","3,286,264","±9,466","119,301","±942","793,420","±7,074","793,420","±7,074","71,591","±1,489","7,446,812","±13,820","7,446,812","±13,820","107,355","±743","4,046,348","±15,467","4,046,348","±15,467","80,037","±673","323,519","±3,879","323,519","±3,879","85,551","±2,922","4,730,340","±12,955","4,730,340","±12,955","79,505","±638","1,495,151","±7,032","1,495,151","±7,032","75,537","±959","1,649,352","±8,550","1,649,352","±8,550","88,449","±1,153","5,119,249","±11,502","5,119,249","±11,502","87,789","±596","407,174","±4,739","407,174","±4,739","92,553","±2,256","1,975,915","±11,292","1,975,915","±11,292","78,188","±1,092","353,799","±3,905","353,799","±3,905","77,650","±1,944","2,654,737","±12,964","2,654,737","±12,964","78,035","±785","9,985,126","±25,440","9,985,126","±25,440","89,681","±598","1,023,855","±5,773","1,023,855","±5,773","96,415","±1,545","262,767","±3,459","262,767","±3,459","83,015","±2,347","3,191,847","±12,998","3,191,847","±12,998","105,091","±1,038","2,932,477","±11,062","2,932,477","±11,062","105,775","±937","728,175","±7,273","728,175","±7,273","65,842","±1,379","2,386,623","±7,340","2,386,623","±7,340","82,899","±763","233,128","±3,322","233,128","±3,322","83,155","±2,932","1,170,982","±9,101","1,170,982","±9,101","33,055","±713"
"        With earnings","1,373,162","±12,312","72.4%","±0.4","73,434","±1,097","205,857","±4,369","81.6%","±1.1","92,667","±3,204","1,997,256","±13,268","74.8%","±0.3","84,036","±882","842,758","±9,523","72.4%","±0.5","70,743","±1,350","10,581,699","±31,633","80.4%","±0.2","113,687","±582","1,832,778","±11,424","82.0%","±0.4","100,617","±927","1,075,257","±8,938","78.1%","±0.4","116,557","±1,837","284,604","±4,382","75.6%","±1.0","89,598","±3,012","238,257","±4,725","81.7%","±1.0","140,207","±3,750","5,722,733","±23,888","72.4%","±0.2","82,631","±556","3,038,604","±17,399","78.9%","±0.3","87,220","±1,018","371,533","±5,639","79.8%","±0.8","100,088","±2,132","510,827","±6,800","77.9%","±0.7","77,409","±1,788","3,788,071","±18,280","77.8%","±0.3","97,627","±715","2,013,877","±15,143","77.5%","±0.4","79,866","±971","1,004,011","±9,041","78.0%","±0.5","80,283","±1,209","899,437","±7,656","79.0%","±0.4","81,773","±1,418","1,269,631","±10,477","72.6%","±0.5","74,141","±1,095","1,290,899","±13,322","74.1%","±0.6","75,581","±1,091","420,900","±6,316","73.4%","±0.7","78,888","±1,715","1,793,879","±11,191","80.6%","±0.4","114,000","±1,197","2,085,387","±14,078","78.7%","±0.4","121,935","±1,309","2,945,413","±14,575","74.2%","±0.3","82,645","±790","1,770,936","±9,169","79.7%","±0.3","97,960","±1,033","796,827","±12,400","72.4%","±0.8","67,076","±1,551","1,854,618","±12,173","75.4%","±0.3","79,425","±935","331,453","±5,351","75.7%","±0.8","74,840","±2,389","622,504","±6,234","80.7%","±0.5","81,600","±1,223","878,215","±9,268","76.8%","±0.6","86,085","±1,635","425,344","±5,548","78.6%","±0.7","101,941","±2,242","2,622,051","±11,829","79.8%","±0.3","122,348","±1,180","580,688","±8,161","73.2%","±0.7","70,840","±1,591","5,721,482","±22,134","76.8%","±0.2","112,517","±885","3,084,140","±17,908","76.2%","±0.3","80,933","±731","265,365","±4,677","82.0%","±1.0","83,386","±2,940","3,588,874","±16,038","75.9%","±0.3","80,493","±717","1,140,108","±8,749","76.3%","±0.4","76,110","±1,040","1,251,945","±11,564","75.9%","±0.5","88,330","±1,328","3,856,893","±16,900","75.3%","±0.3","90,297","±688","308,692","±4,944","75.8%","±0.8","94,791","±2,566","1,462,522","±13,328","74.0%","±0.5","77,528","±1,168","285,028","±4,775","80.6%","±0.9","74,697","±2,028","2,016,212","±15,104","75.9%","±0.4","79,487","±926","8,217,405","±32,477","82.3%","±0.2","89,653","±618","864,434","±7,501","84.4%","±0.5","94,265","±1,668","201,041","±4,365","76.5%","±1.1","80,740","±2,133","2,532,013","±13,999","79.3%","±0.3","104,075","±1,143","2,309,909","±13,694","78.8%","±0.3","107,023","±1,093","494,252","±8,641","67.9%","±0.9","68,027","±1,389","1,834,364","±11,817","76.9%","±0.4","83,192","±846","182,076","±3,767","78.1%","±1.1","80,473","±2,847","645,017","±9,528","55.1%","±0.6","40,214","±1,049"
"            With wages or salary income","1,329,697","±12,949","70.1%","±0.5","71,845","±1,057","199,853","±4,373","79.2%","±1.1","89,341","±3,145","1,918,987","±14,246","71.9%","±0.4","81,812","±787","814,429","±10,071","70.0%","±0.6","68,797","±1,337","10,090,451","±30,122","76.7%","±0.1","110,495","±576","1,770,013","±11,625","79.2%","±0.4","97,466","±930","1,037,426","±8,957","75.3%","±0.5","112,846","±1,740","276,791","±4,086","73.6%","±0.9","87,511","±2,721","233,290","±4,658","80.0%","±1.1","136,075","±3,879","5,501,369","±25,329","69.6%","±0.2","80,450","±562","2,938,951","±18,271","76.3%","±0.3","84,837","±862","357,739","±5,478","76.9%","±0.8","96,769","±1,981","486,126","±6,865","74.1%","±0.8","73,944","±1,606","3,687,711","±18,584","75.8%","±0.3","95,571","±736","1,960,620","±15,102","75.5%","±0.4","77,465","±934","968,677","±9,584","75.3%","±0.5","76,936","±1,157","869,019","±7,941","76.3%","±0.5","79,369","±1,390","1,231,340","±10,550","70.4%","±0.5","71,789","±972","1,236,412","±13,072","71.0%","±0.6","73,423","±919","399,825","±6,086","69.7%","±0.8","76,612","±1,711","1,743,817","±10,888","78.3%","±0.4","111,247","±1,198","2,024,411","±14,151","76.4%","±0.4","118,581","±1,255","2,860,652","±14,244","72.1%","±0.3","80,783","±764","1,721,540","±9,314","77.5%","±0.3","95,029","±966","768,431","±12,606","69.8%","±0.8","65,239","±1,623","1,797,156","±12,874","73.1%","±0.4","77,211","±843","316,087","±5,324","72.2%","±0.8","70,180","±2,272","602,349","±6,083","78.1%","±0.6","78,284","±1,124","847,374","±9,382","74.1%","±0.6","83,333","±1,658","408,070","±5,447","75.4%","±0.7","98,634","±2,015","2,559,724","±11,797","77.9%","±0.3","119,299","±1,113","554,573","±8,843","69.9%","±0.8","69,690","±1,500","5,550,276","±20,727","74.5%","±0.2","109,690","±865","2,976,290","±17,517","73.6%","±0.3","79,256","±677","255,076","±4,780","78.8%","±1.0","77,731","±2,576","3,484,659","±17,057","73.7%","±0.3","78,776","±757","1,092,243","±9,625","73.1%","±0.5","73,250","±972","1,203,017","±12,127","72.9%","±0.5","85,442","±1,286","3,751,400","±17,503","73.3%","±0.3","87,777","±692","300,687","±4,798","73.8%","±0.9","92,078","±2,392","1,414,553","±12,779","71.6%","±0.5","75,174","±1,067","270,555","±4,660","76.5%","±0.9","71,168","±1,846","1,929,239","±14,256","72.7%","±0.4","76,866","±905","7,882,582","±33,479","78.9%","±0.2","87,151","±607","846,018","±7,523","82.6%","±0.5","90,529","±1,603","190,737","±4,500","72.6%","±1.2","79,209","±2,133","2,467,419","±13,806","77.3%","±0.3","101,127","±1,054","2,240,746","±14,511","76.4%","±0.3","104,369","±1,033","481,492","±8,903","66.1%","±0.9","66,927","±1,366","1,785,285","±11,791","74.8%","±0.4","81,378","±845","174,644","±3,917","74.9%","±1.2","76,244","±2,686","588,878","±10,221","50.3%","±0.7","40,066","±1,060"
"            With self-employment income","158,042","±6,665","8.3%","±0.3","33,565","±2,235","32,427","±2,789","12.9%","±1.1","37,657","±4,734","280,232","±9,153","10.5%","±0.3","38,702","±2,127","107,275","±5,798","9.2%","±0.5","33,459","±3,313","1,838,928","±22,172","14.0%","±0.2","47,887","±1,125","303,403","±8,345","13.6%","±0.4","39,199","±2,126","162,939","±5,138","11.8%","±0.4","50,690","±3,918","31,548","±2,328","8.4%","±0.6","40,504","±6,550","29,823","±3,120","10.2%","±1.0","55,679","±9,832","783,758","±13,654","9.9%","±0.2","38,648","±1,276","391,932","±11,136","10.2%","±0.3","40,047","±2,422","62,468","±3,731","13.4%","±0.8","41,111","±4,017","92,293","±5,130","14.1%","±0.8","38,967","±4,977","432,711","±9,150","8.9%","±0.2","40,161","±1,523","233,193","±7,456","9.0%","±0.3","38,431","±3,519","160,532","±4,790","12.5%","±0.4","37,864","±2,677","136,679","±5,030","12.0%","±0.4","33,479","±2,180","160,068","±5,894","9.2%","±0.3","35,828","±3,235","168,350","±6,892","9.7%","±0.4","40,313","±3,245","80,754","±5,059","14.1%","±0.9","31,857","±2,448","246,956","±10,002","11.1%","±0.5","42,551","±2,592","292,612","±9,274","11.0%","±0.3","48,619","±2,639","359,346","±8,001","9.1%","±0.2","34,316","±1,535","255,307","±6,999","11.5%","±0.3","38,715","±1,941","94,670","±5,127","8.6%","±0.5","35,033","±4,619","240,026","±7,496","9.8%","±0.3","35,590","±2,267","67,411","±3,450","15.4%","±0.8","38,909","±4,694","105,299","±3,793","13.6%","±0.5","34,586","±2,647","111,635","±5,064","9.8%","±0.4","44,674","±4,371","67,151","±4,626","12.4%","±0.8","46,318","±4,935","306,752","±9,855","9.3%","±0.3","50,310","±3,067","74,530","±5,396","9.4%","±0.7","33,376","±5,059","747,660","±15,102","10.0%","±0.2","46,756","±1,691","411,477","±9,724","10.2%","±0.2","33,342","±1,544","48,842","±3,137","15.1%","±1.0","47,101","±5,707","437,260","±9,614","9.2%","±0.2","32,873","±1,315","172,688","±6,123","11.5%","±0.4","39,180","±2,331","214,129","±7,876","13.0%","±0.5","36,407","±2,686","465,362","±10,598","9.1%","±0.2","40,789","±1,799","37,149","±3,515","9.1%","±0.8","42,382","±6,578","178,585","±7,861","9.0%","±0.4","39,466","±2,427","55,733","±3,141","15.8%","±0.9","36,525","±3,130","303,040","±8,808","11.4%","±0.3","39,498","±2,108","1,188,156","±21,922","11.9%","±0.2","41,869","±1,303","134,364","±6,445","13.1%","±0.6","36,443","±3,744","36,951","±2,224","14.1%","±0.9","30,420","±3,999","326,634","±8,794","10.2%","±0.3","42,857","±2,572","337,598","±9,994","11.5%","±0.3","39,536","±1,932","48,803","±3,761","6.7%","±0.5","28,641","±3,490","232,333","±6,126","9.7%","±0.3","31,518","±1,547","31,988","±3,021","13.7%","±1.3","41,785","±5,514","106,320","±5,020","9.1%","±0.4","22,054","±1,730"
